LDEV_Response_X505-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:F0 X"
"1","2014/04/01 17:28",-3
"2","2014/04/01 17:33",-3
"3","2014/04/01 17:38",-3
"4","2014/04/01 17:43",2415
"5","2014/04/01 17:48",6729
"6","2014/04/01 17:53",5287
"7","2014/04/01 17:58",-3
"8","2014/04/01 18:03",1532
"9","2014/04/01 18:08",2138
"10","2014/04/01 18:13",-3
"11","2014/04/01 18:18",5845
"12","2014/04/01 18:23",6384
"13","2014/04/01 18:28",-3
"14","2014/04/01 18:33",1377
"15","2014/04/01 18:38",-3
"16","2014/04/01 18:43",-3
"17","2014/04/01 18:48",4409
"18","2014/04/01 18:53",6199
"19","2014/04/01 18:58",-3
"20","2014/04/01 19:03",2690
"21","2014/04/01 19:08",2960
"22","2014/04/01 19:13",-3
"23","2014/04/01 19:18",6726
"24","2014/04/01 19:23",6962
"25","2014/04/01 19:28",-3
"26","2014/04/01 19:33",2656
"27","2014/04/01 19:38",5911
"28","2014/04/01 19:43",-3
"29","2014/04/01 19:48",9012
"30","2014/04/01 19:53",7512
"31","2014/04/01 19:58",9802
"32","2014/04/01 20:03",-3
"33","2014/04/01 20:08",2626
"34","2014/04/01 20:13",-3
"35","2014/04/01 20:18",9545
"36","2014/04/01 20:23",2995
"37","2014/04/01 20:28",5167
"38","2014/04/01 20:33",3637
"39","2014/04/01 20:38",9362
"40","2014/04/01 20:43",-3
"41","2014/04/01 20:48",-3
"42","2014/04/01 20:53",8502
"43","2014/04/01 20:58",7645
"44","2014/04/01 21:03",-3
"45","2014/04/01 21:08",5856
"46","2014/04/01 21:13",9791
"47","2014/04/01 21:18",6848
"48","2014/04/01 21:23",10173
"49","2014/04/01 21:28",-3
"50","2014/04/01 21:33",5047
"51","2014/04/01 21:38",-3
"52","2014/04/01 21:43",2361
"53","2014/04/01 21:48",-3
"54","2014/04/01 21:53",5698
"55","2014/04/01 21:58",7761
"56","2014/04/01 22:03",3570
"57","2014/04/01 22:08",5432
"58","2014/04/01 22:13",17648
"59","2014/04/01 22:18",2536
"60","2014/04/01 22:23",2441
"61","2014/04/01 22:28",3782
"62","2014/04/01 22:33",2928
"63","2014/04/01 22:38",2977
"64","2014/04/01 22:43",1476
"65","2014/04/01 22:48",4070
"66","2014/04/01 22:53",5485
"67","2014/04/01 22:58",7415
"68","2014/04/01 23:03",9767
"69","2014/04/01 23:08",7484
"70","2014/04/01 23:13",6840
"71","2014/04/01 23:18",11168
"72","2014/04/01 23:23",6898
"73","2014/04/01 23:28",27125
"74","2014/04/01 23:33",4815
"75","2014/04/01 23:38",12021
"76","2014/04/01 23:43",6804
"77","2014/04/01 23:48",9408
"78","2014/04/01 23:53",6329
"79","2014/04/01 23:58",26018
"80","2014/04/02 00:03",2004
"81","2014/04/02 00:08",13057
"82","2014/04/02 00:13",2131
"83","2014/04/02 00:18",2625
"84","2014/04/02 00:23",2980
"85","2014/04/02 00:28",2403
"86","2014/04/02 00:33",1131
"87","2014/04/02 00:38",2169
"88","2014/04/02 00:43",1125
"89","2014/04/02 00:48",1185
"90","2014/04/02 00:53",2896
"91","2014/04/02 00:58",5947
"92","2014/04/02 01:03",2116
"93","2014/04/02 01:08",1763
"94","2014/04/02 01:13",8348
"95","2014/04/02 01:18",32441
"96","2014/04/02 01:23",11524
