LDEV_Response_X583-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:0C:0A X"
"1","2014/04/01 17:28",3535
"2","2014/04/01 17:33",2339
"3","2014/04/01 17:38",2302
"4","2014/04/01 17:43",1505
"5","2014/04/01 17:48",3552
"6","2014/04/01 17:53",2039
"7","2014/04/01 17:58",1911
"8","2014/04/01 18:03",1609
"9","2014/04/01 18:08",1390
"10","2014/04/01 18:13",2147
"11","2014/04/01 18:18",2441
"12","2014/04/01 18:23",2535
"13","2014/04/01 18:28",5255
"14","2014/04/01 18:33",3450
"15","2014/04/01 18:38",3597
"16","2014/04/01 18:43",2752
"17","2014/04/01 18:48",2376
"18","2014/04/01 18:53",1942
"19","2014/04/01 18:58",2982
"20","2014/04/01 19:03",2643
"21","2014/04/01 19:08",3089
"22","2014/04/01 19:13",3064
"23","2014/04/01 19:18",2640
"24","2014/04/01 19:23",3007
"25","2014/04/01 19:28",2875
"26","2014/04/01 19:33",3182
"27","2014/04/01 19:38",3453
"28","2014/04/01 19:43",30933
"29","2014/04/01 19:48",10075
"30","2014/04/01 19:53",11482
"31","2014/04/01 19:58",5136
"32","2014/04/01 20:03",3106
"33","2014/04/01 20:08",2779
"34","2014/04/01 20:13",2605
"35","2014/04/01 20:18",1955
"36","2014/04/01 20:23",1606
"37","2014/04/01 20:28",2626
"38","2014/04/01 20:33",2810
"39","2014/04/01 20:38",1799
"40","2014/04/01 20:43",1473
"41","2014/04/01 20:48",1765
"42","2014/04/01 20:53",1559
"43","2014/04/01 20:58",4055
"44","2014/04/01 21:03",2280
"45","2014/04/01 21:08",5673
"46","2014/04/01 21:13",3637
"47","2014/04/01 21:18",7327
"48","2014/04/01 21:23",5252
"49","2014/04/01 21:28",5484
"50","2014/04/01 21:33",5298
"51","2014/04/01 21:38",4796
"52","2014/04/01 21:43",4992
"53","2014/04/01 21:48",6720
"54","2014/04/01 21:53",5341
"55","2014/04/01 21:58",8118
"56","2014/04/01 22:03",4527
"57","2014/04/01 22:08",8447
"58","2014/04/01 22:13",4131
"59","2014/04/01 22:18",2582
"60","2014/04/01 22:23",2335
"61","2014/04/01 22:28",10362
"62","2014/04/01 22:33",6508
"63","2014/04/01 22:38",3927
"64","2014/04/01 22:43",2468
"65","2014/04/01 22:48",2646
"66","2014/04/01 22:53",3976
"67","2014/04/01 22:58",4728
"68","2014/04/01 23:03",5835
"69","2014/04/01 23:08",7382
"70","2014/04/01 23:13",6249
"71","2014/04/01 23:18",9520
"72","2014/04/01 23:23",8290
"73","2014/04/01 23:28",6482
"74","2014/04/01 23:33",5544
"75","2014/04/01 23:38",7309
"76","2014/04/01 23:43",26386
"77","2014/04/01 23:48",5524
"78","2014/04/01 23:53",8978
"79","2014/04/01 23:58",7252
"80","2014/04/02 00:03",5304
"81","2014/04/02 00:08",11100
"82","2014/04/02 00:13",18958
"83","2014/04/02 00:18",13313
"84","2014/04/02 00:23",5941
"85","2014/04/02 00:28",4874
"86","2014/04/02 00:33",5401
"87","2014/04/02 00:38",10272
"88","2014/04/02 00:43",4128
"89","2014/04/02 00:48",4584
"90","2014/04/02 00:53",22635
"91","2014/04/02 00:58",1780
"92","2014/04/02 01:03",2054
"93","2014/04/02 01:08",6453
"94","2014/04/02 01:13",3183
"95","2014/04/02 01:18",3073
"96","2014/04/02 01:23",2667
