LDEV_Response_X500-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:EB X"
"1","2014/04/01 17:28",-3
"2","2014/04/01 17:33",-3
"3","2014/04/01 17:38",-3
"4","2014/04/01 17:43",2727
"5","2014/04/01 17:48",6261
"6","2014/04/01 17:53",8706
"7","2014/04/01 17:58",-3
"8","2014/04/01 18:03",3700
"9","2014/04/01 18:08",2542
"10","2014/04/01 18:13",3001
"11","2014/04/01 18:18",7356
"12","2014/04/01 18:23",9408
"13","2014/04/01 18:28",-3
"14","2014/04/01 18:33",3074
"15","2014/04/01 18:38",-3
"16","2014/04/01 18:43",2151
"17","2014/04/01 18:48",4953
"18","2014/04/01 18:53",4604
"19","2014/04/01 18:58",5642
"20","2014/04/01 19:03",4330
"21","2014/04/01 19:08",4092
"22","2014/04/01 19:13",-3
"23","2014/04/01 19:18",6070
"24","2014/04/01 19:23",6456
"25","2014/04/01 19:28",2690
"26","2014/04/01 19:33",-3
"27","2014/04/01 19:38",7471
"28","2014/04/01 19:43",11024
"29","2014/04/01 19:48",8153
"30","2014/04/01 19:53",8903
"31","2014/04/01 19:58",7494
"32","2014/04/01 20:03",2606
"33","2014/04/01 20:08",2847
"34","2014/04/01 20:13",-3
"35","2014/04/01 20:18",7896
"36","2014/04/01 20:23",9232
"37","2014/04/01 20:28",8248
"38","2014/04/01 20:33",5902
"39","2014/04/01 20:38",8920
"40","2014/04/01 20:43",-3
"41","2014/04/01 20:48",6883
"42","2014/04/01 20:53",8355
"43","2014/04/01 20:58",9158
"44","2014/04/01 21:03",-3
"45","2014/04/01 21:08",5292
"46","2014/04/01 21:13",6345
"47","2014/04/01 21:18",7544
"48","2014/04/01 21:23",9216
"49","2014/04/01 21:28",-3
"50","2014/04/01 21:33",6354
"51","2014/04/01 21:38",-3
"52","2014/04/01 21:43",2571
"53","2014/04/01 21:48",4967
"54","2014/04/01 21:53",7575
"55","2014/04/01 21:58",7813
"56","2014/04/01 22:03",4816
"57","2014/04/01 22:08",6967
"58","2014/04/01 22:13",28783
"59","2014/04/01 22:18",2865
"60","2014/04/01 22:23",2582
"61","2014/04/01 22:28",4583
"62","2014/04/01 22:33",3125
"63","2014/04/01 22:38",2995
"64","2014/04/01 22:43",1472
"65","2014/04/01 22:48",3815
"66","2014/04/01 22:53",5034
"67","2014/04/01 22:58",7373
"68","2014/04/01 23:03",9122
"69","2014/04/01 23:08",8400
"70","2014/04/01 23:13",6543
"71","2014/04/01 23:18",14976
"72","2014/04/01 23:23",7035
"73","2014/04/01 23:28",27147
"74","2014/04/01 23:33",5080
"75","2014/04/01 23:38",11645
"76","2014/04/01 23:43",8255
"77","2014/04/01 23:48",9300
"78","2014/04/01 23:53",6573
"79","2014/04/01 23:58",24129
"80","2014/04/02 00:03",2226
"81","2014/04/02 00:08",7352
"82","2014/04/02 00:13",2463
"83","2014/04/02 00:18",2824
"84","2014/04/02 00:23",4529
"85","2014/04/02 00:28",2453
"86","2014/04/02 00:33",1328
"87","2014/04/02 00:38",2656
"88","2014/04/02 00:43",6999
"89","2014/04/02 00:48",1147
"90","2014/04/02 00:53",9419
"91","2014/04/02 00:58",6399
"92","2014/04/02 01:03",2331
"93","2014/04/02 01:08",1811
"94","2014/04/02 01:13",8497
"95","2014/04/02 01:18",36758
"96","2014/04/02 01:23",15677
