LDEV_Response_X663-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:6C X"
"1","2014/04/01 17:28",3426
"2","2014/04/01 17:33",2487
"3","2014/04/01 17:38",2040
"4","2014/04/01 17:43",1526
"5","2014/04/01 17:48",3321
"6","2014/04/01 17:53",1918
"7","2014/04/01 17:58",1295
"8","2014/04/01 18:03",1409
"9","2014/04/01 18:08",1609
"10","2014/04/01 18:13",1755
"11","2014/04/01 18:18",1536
"12","2014/04/01 18:23",2340
"13","2014/04/01 18:28",5108
"14","2014/04/01 18:33",2463
"15","2014/04/01 18:38",3573
"16","2014/04/01 18:43",2413
"17","2014/04/01 18:48",1930
"18","2014/04/01 18:53",2100
"19","2014/04/01 18:58",3147
"20","2014/04/01 19:03",2599
"21","2014/04/01 19:08",3641
"22","2014/04/01 19:13",2448
"23","2014/04/01 19:18",2692
"24","2014/04/01 19:23",2459
"25","2014/04/01 19:28",3048
"26","2014/04/01 19:33",2541
"27","2014/04/01 19:38",3436
"28","2014/04/01 19:43",30735
"29","2014/04/01 19:48",10152
"30","2014/04/01 19:53",11152
"31","2014/04/01 19:58",5427
"32","2014/04/01 20:03",3496
"33","2014/04/01 20:08",3160
"34","2014/04/01 20:13",2061
"35","2014/04/01 20:18",1440
"36","2014/04/01 20:23",1216
"37","2014/04/01 20:28",2343
"38","2014/04/01 20:33",2319
"39","2014/04/01 20:38",1077
"40","2014/04/01 20:43",1292
"41","2014/04/01 20:48",1297
"42","2014/04/01 20:53",1563
"43","2014/04/01 20:58",3836
"44","2014/04/01 21:03",2817
"45","2014/04/01 21:08",4772
"46","2014/04/01 21:13",3675
"47","2014/04/01 21:18",7020
"48","2014/04/01 21:23",4596
"49","2014/04/01 21:28",4412
"50","2014/04/01 21:33",5070
"51","2014/04/01 21:38",4570
"52","2014/04/01 21:43",4159
"53","2014/04/01 21:48",4961
"54","2014/04/01 21:53",3843
"55","2014/04/01 21:58",6576
"56","2014/04/01 22:03",4634
"57","2014/04/01 22:08",6264
"58","2014/04/01 22:13",4475
"59","2014/04/01 22:18",2270
"60","2014/04/01 22:23",2467
"61","2014/04/01 22:28",10174
"62","2014/04/01 22:33",7145
"63","2014/04/01 22:38",4672
"64","2014/04/01 22:43",2431
"65","2014/04/01 22:48",3080
"66","2014/04/01 22:53",3885
"67","2014/04/01 22:58",3921
"68","2014/04/01 23:03",5838
"69","2014/04/01 23:08",7757
"70","2014/04/01 23:13",7011
"71","2014/04/01 23:18",8463
"72","2014/04/01 23:23",10331
"73","2014/04/01 23:28",5995
"74","2014/04/01 23:33",5694
"75","2014/04/01 23:38",8830
"76","2014/04/01 23:43",19868
"77","2014/04/01 23:48",6135
"78","2014/04/01 23:53",4608
"79","2014/04/01 23:58",6189
"80","2014/04/02 00:03",6257
"81","2014/04/02 00:08",15979
"82","2014/04/02 00:13",22120
"83","2014/04/02 00:18",13338
"84","2014/04/02 00:23",6221
"85","2014/04/02 00:28",4466
"86","2014/04/02 00:33",5830
"87","2014/04/02 00:38",8092
"88","2014/04/02 00:43",5444
"89","2014/04/02 00:48",3521
"90","2014/04/02 00:53",35964
"91","2014/04/02 00:58",1804
"92","2014/04/02 01:03",1944
"93","2014/04/02 01:08",4465
"94","2014/04/02 01:13",3715
"95","2014/04/02 01:18",2731
"96","2014/04/02 01:23",2127
