LDEV_Response_X29-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:06:0A X"
"1","2014/04/01 17:28",539
"2","2014/04/01 17:33",633
"3","2014/04/01 17:38",474
"4","2014/04/01 17:43",565
"5","2014/04/01 17:48",571
"6","2014/04/01 17:53",685
"7","2014/04/01 17:58",727
"8","2014/04/01 18:03",1036
"9","2014/04/01 18:08",567
"10","2014/04/01 18:13",617
"11","2014/04/01 18:18",540
"12","2014/04/01 18:23",549
"13","2014/04/01 18:28",533
"14","2014/04/01 18:33",531
"15","2014/04/01 18:38",563
"16","2014/04/01 18:43",619
"17","2014/04/01 18:48",472
"18","2014/04/01 18:53",596
"19","2014/04/01 18:58",608
"20","2014/04/01 19:03",1057
"21","2014/04/01 19:08",792
"22","2014/04/01 19:13",670
"23","2014/04/01 19:18",628
"24","2014/04/01 19:23",581
"25","2014/04/01 19:28",534
"26","2014/04/01 19:33",524
"27","2014/04/01 19:38",528
"28","2014/04/01 19:43",1327
"29","2014/04/01 19:48",688
"30","2014/04/01 19:53",579
"31","2014/04/01 19:58",597
"32","2014/04/01 20:03",1283
"33","2014/04/01 20:08",605
"34","2014/04/01 20:13",704
"35","2014/04/01 20:18",571
"36","2014/04/01 20:23",500
"37","2014/04/01 20:28",576
"38","2014/04/01 20:33",477
"39","2014/04/01 20:38",570
"40","2014/04/01 20:43",540
"41","2014/04/01 20:48",537
"42","2014/04/01 20:53",557
"43","2014/04/01 20:58",552
"44","2014/04/01 21:03",1023
"45","2014/04/01 21:08",552
"46","2014/04/01 21:13",622
"47","2014/04/01 21:18",537
"48","2014/04/01 21:23",521
"49","2014/04/01 21:28",623
"50","2014/04/01 21:33",499
"51","2014/04/01 21:38",526
"52","2014/04/01 21:43",568
"53","2014/04/01 21:48",540
"54","2014/04/01 21:53",561
"55","2014/04/01 21:58",642
"56","2014/04/01 22:03",1230
"57","2014/04/01 22:08",644
"58","2014/04/01 22:13",603
"59","2014/04/01 22:18",504
"60","2014/04/01 22:23",491
"61","2014/04/01 22:28",518
"62","2014/04/01 22:33",582
"63","2014/04/01 22:38",480
"64","2014/04/01 22:43",519
"65","2014/04/01 22:48",694
"66","2014/04/01 22:53",748
"67","2014/04/01 22:58",610
"68","2014/04/01 23:03",1399
"69","2014/04/01 23:08",915
"70","2014/04/01 23:13",997
"71","2014/04/01 23:18",795
"72","2014/04/01 23:23",745
"73","2014/04/01 23:28",585
"74","2014/04/01 23:33",777
"75","2014/04/01 23:38",733
"76","2014/04/01 23:43",631
"77","2014/04/01 23:48",802
"78","2014/04/01 23:53",648
"79","2014/04/01 23:58",733
"80","2014/04/02 00:03",1213
"81","2014/04/02 00:08",838
"82","2014/04/02 00:13",794
"83","2014/04/02 00:18",679
"84","2014/04/02 00:23",959
"85","2014/04/02 00:28",785
"86","2014/04/02 00:33",734
"87","2014/04/02 00:38",694
"88","2014/04/02 00:43",663
"89","2014/04/02 00:48",688
"90","2014/04/02 00:53",643
"91","2014/04/02 00:58",860
"92","2014/04/02 01:03",1406
"93","2014/04/02 01:08",891
"94","2014/04/02 01:13",846
"95","2014/04/02 01:18",720
"96","2014/04/02 01:23",1211
