LDEV_Response_X847-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:21:1E X"
"1","2014/04/01 17:28",601
"2","2014/04/01 17:33",718
"3","2014/04/01 17:38",624
"4","2014/04/01 17:43",624
"5","2014/04/01 17:48",682
"6","2014/04/01 17:53",565
"7","2014/04/01 17:58",514
"8","2014/04/01 18:03",526
"9","2014/04/01 18:08",952
"10","2014/04/01 18:13",781
"11","2014/04/01 18:18",427
"12","2014/04/01 18:23",635
"13","2014/04/01 18:28",654
"14","2014/04/01 18:33",456
"15","2014/04/01 18:38",746
"16","2014/04/01 18:43",798
"17","2014/04/01 18:48",733
"18","2014/04/01 18:53",641
"19","2014/04/01 18:58",675
"20","2014/04/01 19:03",1089
"21","2014/04/01 19:08",596
"22","2014/04/01 19:13",505
"23","2014/04/01 19:18",544
"24","2014/04/01 19:23",655
"25","2014/04/01 19:28",685
"26","2014/04/01 19:33",945
"27","2014/04/01 19:38",482
"28","2014/04/01 19:43",1427
"29","2014/04/01 19:48",476
"30","2014/04/01 19:53",677
"31","2014/04/01 19:58",611
"32","2014/04/01 20:03",796
"33","2014/04/01 20:08",410
"34","2014/04/01 20:13",958
"35","2014/04/01 20:18",482
"36","2014/04/01 20:23",648
"37","2014/04/01 20:28",535
"38","2014/04/01 20:33",648
"39","2014/04/01 20:38",438
"40","2014/04/01 20:43",426
"41","2014/04/01 20:48",516
"42","2014/04/01 20:53",532
"43","2014/04/01 20:58",475
"44","2014/04/01 21:03",447
"45","2014/04/01 21:08",504
"46","2014/04/01 21:13",408
"47","2014/04/01 21:18",461
"48","2014/04/01 21:23",270
"49","2014/04/01 21:28",479
"50","2014/04/01 21:33",533
"51","2014/04/01 21:38",458
"52","2014/04/01 21:43",482
"53","2014/04/01 21:48",756
"54","2014/04/01 21:53",638
"55","2014/04/01 21:58",498
"56","2014/04/01 22:03",750
"57","2014/04/01 22:08",1073
"58","2014/04/01 22:13",1199
"59","2014/04/01 22:18",552
"60","2014/04/01 22:23",742
"61","2014/04/01 22:28",405
"62","2014/04/01 22:33",971
"63","2014/04/01 22:38",1692
"64","2014/04/01 22:43",1776
"65","2014/04/01 22:48",1796
"66","2014/04/01 22:53",2539
"67","2014/04/01 22:58",2480
"68","2014/04/01 23:03",2756
"69","2014/04/01 23:08",4125
"70","2014/04/01 23:13",2346
"71","2014/04/01 23:18",1541
"72","2014/04/01 23:23",1519
"73","2014/04/01 23:28",1528
"74","2014/04/01 23:33",1707
"75","2014/04/01 23:38",1762
"76","2014/04/01 23:43",1886
"77","2014/04/01 23:48",2639
"78","2014/04/01 23:53",3133
"79","2014/04/01 23:58",2972
"80","2014/04/02 00:03",3223
"81","2014/04/02 00:08",3277
"82","2014/04/02 00:13",2536
"83","2014/04/02 00:18",2551
"84","2014/04/02 00:23",2520
"85","2014/04/02 00:28",3284
"86","2014/04/02 00:33",3224
"87","2014/04/02 00:38",3906
"88","2014/04/02 00:43",3440
"89","2014/04/02 00:48",3263
"90","2014/04/02 00:53",3054
"91","2014/04/02 00:58",2979
"92","2014/04/02 01:03",2868
"93","2014/04/02 01:08",3193
"94","2014/04/02 01:13",3184
"95","2014/04/02 01:18",4069
"96","2014/04/02 01:23",3631
