LDEV_Response_X490-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:DB X"
"1","2014/04/01 17:28",-3
"2","2014/04/01 17:33",-3
"3","2014/04/01 17:38",-3
"4","2014/04/01 17:43",3207
"5","2014/04/01 17:48",7489
"6","2014/04/01 17:53",6635
"7","2014/04/01 17:58",-3
"8","2014/04/01 18:03",2592
"9","2014/04/01 18:08",2489
"10","2014/04/01 18:13",-3
"11","2014/04/01 18:18",6778
"12","2014/04/01 18:23",8575
"13","2014/04/01 18:28",-3
"14","2014/04/01 18:33",2062
"15","2014/04/01 18:38",-3
"16","2014/04/01 18:43",-3
"17","2014/04/01 18:48",5153
"18","2014/04/01 18:53",7088
"19","2014/04/01 18:58",-3
"20","2014/04/01 19:03",2299
"21","2014/04/01 19:08",1653
"22","2014/04/01 19:13",-3
"23","2014/04/01 19:18",7638
"24","2014/04/01 19:23",8494
"25","2014/04/01 19:28",-3
"26","2014/04/01 19:33",3082
"27","2014/04/01 19:38",-3
"28","2014/04/01 19:43",-3
"29","2014/04/01 19:48",8578
"30","2014/04/01 19:53",8645
"31","2014/04/01 19:58",10231
"32","2014/04/01 20:03",1201
"33","2014/04/01 20:08",1938
"34","2014/04/01 20:13",-3
"35","2014/04/01 20:18",8616
"36","2014/04/01 20:23",8926
"37","2014/04/01 20:28",9714
"38","2014/04/01 20:33",6655
"39","2014/04/01 20:38",-3
"40","2014/04/01 20:43",982
"41","2014/04/01 20:48",-3
"42","2014/04/01 20:53",7913
"43","2014/04/01 20:58",11652
"44","2014/04/01 21:03",2454
"45","2014/04/01 21:08",5110
"46","2014/04/01 21:13",-3
"47","2014/04/01 21:18",7849
"48","2014/04/01 21:23",9680
"49","2014/04/01 21:28",-3
"50","2014/04/01 21:33",5891
"51","2014/04/01 21:38",5214
"52","2014/04/01 21:43",2335
"53","2014/04/01 21:48",2782
"54","2014/04/01 21:53",5928
"55","2014/04/01 21:58",7871
"56","2014/04/01 22:03",3950
"57","2014/04/01 22:08",6307
"58","2014/04/01 22:13",27298
"59","2014/04/01 22:18",2856
"60","2014/04/01 22:23",2942
"61","2014/04/01 22:28",3842
"62","2014/04/01 22:33",3211
"63","2014/04/01 22:38",3288
"64","2014/04/01 22:43",1323
"65","2014/04/01 22:48",4190
"66","2014/04/01 22:53",4992
"67","2014/04/01 22:58",7887
"68","2014/04/01 23:03",8156
"69","2014/04/01 23:08",8210
"70","2014/04/01 23:13",7858
"71","2014/04/01 23:18",9636
"72","2014/04/01 23:23",6814
"73","2014/04/01 23:28",27519
"74","2014/04/01 23:33",5145
"75","2014/04/01 23:38",10191
"76","2014/04/01 23:43",6765
"77","2014/04/01 23:48",9898
"78","2014/04/01 23:53",6757
"79","2014/04/01 23:58",23916
"80","2014/04/02 00:03",2085
"81","2014/04/02 00:08",11214
"82","2014/04/02 00:13",2372
"83","2014/04/02 00:18",2509
"84","2014/04/02 00:23",3583
"85","2014/04/02 00:28",2189
"86","2014/04/02 00:33",1330
"87","2014/04/02 00:38",2597
"88","2014/04/02 00:43",5719
"89","2014/04/02 00:48",814
"90","2014/04/02 00:53",9466
"91","2014/04/02 00:58",9109
"92","2014/04/02 01:03",2182
"93","2014/04/02 01:08",2055
"94","2014/04/02 01:13",7918
"95","2014/04/02 01:18",29852
"96","2014/04/02 01:23",11046
