LDEV_Response_X533-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:02:FB X"
"1","2014/04/01 17:28",2544
"2","2014/04/01 17:33",2265
"3","2014/04/01 17:38",2797
"4","2014/04/01 17:43",2868
"5","2014/04/01 17:48",2382
"6","2014/04/01 17:53",2823
"7","2014/04/01 17:58",2519
"8","2014/04/01 18:03",1728
"9","2014/04/01 18:08",2400
"10","2014/04/01 18:13",2614
"11","2014/04/01 18:18",2360
"12","2014/04/01 18:23",2728
"13","2014/04/01 18:28",2625
"14","2014/04/01 18:33",2364
"15","2014/04/01 18:38",2526
"16","2014/04/01 18:43",3821
"17","2014/04/01 18:48",1970
"18","2014/04/01 18:53",2617
"19","2014/04/01 18:58",2539
"20","2014/04/01 19:03",2502
"21","2014/04/01 19:08",2920
"22","2014/04/01 19:13",2685
"23","2014/04/01 19:18",3038
"24","2014/04/01 19:23",3134
"25","2014/04/01 19:28",2721
"26","2014/04/01 19:33",2399
"27","2014/04/01 19:38",2612
"28","2014/04/01 19:43",4176
"29","2014/04/01 19:48",2753
"30","2014/04/01 19:53",2851
"31","2014/04/01 19:58",6107
"32","2014/04/01 20:03",2990
"33","2014/04/01 20:08",2829
"34","2014/04/01 20:13",2925
"35","2014/04/01 20:18",2553
"36","2014/04/01 20:23",3287
"37","2014/04/01 20:28",2531
"38","2014/04/01 20:33",2414
"39","2014/04/01 20:38",2403
"40","2014/04/01 20:43",2155
"41","2014/04/01 20:48",2221
"42","2014/04/01 20:53",2456
"43","2014/04/01 20:58",2692
"44","2014/04/01 21:03",1904
"45","2014/04/01 21:08",2073
"46","2014/04/01 21:13",2752
"47","2014/04/01 21:18",2605
"48","2014/04/01 21:23",2640
"49","2014/04/01 21:28",2643
"50","2014/04/01 21:33",2467
"51","2014/04/01 21:38",2111
"52","2014/04/01 21:43",2663
"53","2014/04/01 21:48",1794
"54","2014/04/01 21:53",2348
"55","2014/04/01 21:58",2594
"56","2014/04/01 22:03",2500
"57","2014/04/01 22:08",2588
"58","2014/04/01 22:13",5011
"59","2014/04/01 22:18",2314
"60","2014/04/01 22:23",2649
"61","2014/04/01 22:28",2592
"62","2014/04/01 22:33",2796
"63","2014/04/01 22:38",3268
"64","2014/04/01 22:43",2647
"65","2014/04/01 22:48",2438
"66","2014/04/01 22:53",3192
"67","2014/04/01 22:58",3406
"68","2014/04/01 23:03",4093
"69","2014/04/01 23:08",5554
"70","2014/04/01 23:13",13842
"71","2014/04/01 23:18",5969
"72","2014/04/01 23:23",7593
"73","2014/04/01 23:28",3861
"74","2014/04/01 23:33",8308
"75","2014/04/01 23:38",5742
"76","2014/04/01 23:43",11101
"77","2014/04/01 23:48",7734
"78","2014/04/01 23:53",9133
"79","2014/04/01 23:58",22873
"80","2014/04/02 00:03",21619
"81","2014/04/02 00:08",16935
"82","2014/04/02 00:13",2412
"83","2014/04/02 00:18",19555
"84","2014/04/02 00:23",2522
"85","2014/04/02 00:28",2724
"86","2014/04/02 00:33",2219
"87","2014/04/02 00:38",2524
"88","2014/04/02 00:43",3509
"89","2014/04/02 00:48",2377
"90","2014/04/02 00:53",3222
"91","2014/04/02 00:58",3028
"92","2014/04/02 01:03",2447
"93","2014/04/02 01:08",2509
"94","2014/04/02 01:13",2806
"95","2014/04/02 01:18",2256
"96","2014/04/02 01:23",2838
