LDEV_Response_X522-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:02:1C X"
"1","2014/04/01 17:28",-3
"2","2014/04/01 17:33",1452
"3","2014/04/01 17:38",-3
"4","2014/04/01 17:43",4171
"5","2014/04/01 17:48",5398
"6","2014/04/01 17:53",-3
"7","2014/04/01 17:58",-3
"8","2014/04/01 18:03",1891
"9","2014/04/01 18:08",1146
"10","2014/04/01 18:13",-3
"11","2014/04/01 18:18",7166
"12","2014/04/01 18:23",9899
"13","2014/04/01 18:28",-3
"14","2014/04/01 18:33",-3
"15","2014/04/01 18:38",-3
"16","2014/04/01 18:43",1927
"17","2014/04/01 18:48",6700
"18","2014/04/01 18:53",2808
"19","2014/04/01 18:58",-3
"20","2014/04/01 19:03",-3
"21","2014/04/01 19:08",2204
"22","2014/04/01 19:13",-3
"23","2014/04/01 19:18",7240
"24","2014/04/01 19:23",8599
"25","2014/04/01 19:28",-3
"26","2014/04/01 19:33",1422
"27","2014/04/01 19:38",-3
"28","2014/04/01 19:43",-3
"29","2014/04/01 19:48",8782
"30","2014/04/01 19:53",9168
"31","2014/04/01 19:58",9019
"32","2014/04/01 20:03",2381
"33","2014/04/01 20:08",1442
"34","2014/04/01 20:13",-3
"35","2014/04/01 20:18",8765
"36","2014/04/01 20:23",8489
"37","2014/04/01 20:28",11151
"38","2014/04/01 20:33",7336
"39","2014/04/01 20:38",-3
"40","2014/04/01 20:43",-3
"41","2014/04/01 20:48",-3
"42","2014/04/01 20:53",7406
"43","2014/04/01 20:58",6353
"44","2014/04/01 21:03",-3
"45","2014/04/01 21:08",5375
"46","2014/04/01 21:13",-3
"47","2014/04/01 21:18",8090
"48","2014/04/01 21:23",9960
"49","2014/04/01 21:28",-3
"50","2014/04/01 21:33",7521
"51","2014/04/01 21:38",-3
"52","2014/04/01 21:43",2908
"53","2014/04/01 21:48",-3
"54","2014/04/01 21:53",8857
"55","2014/04/01 21:58",8548
"56","2014/04/01 22:03",4979
"57","2014/04/01 22:08",6015
"58","2014/04/01 22:13",27749
"59","2014/04/01 22:18",3024
"60","2014/04/01 22:23",2887
"61","2014/04/01 22:28",3739
"62","2014/04/01 22:33",2326
"63","2014/04/01 22:38",3017
"64","2014/04/01 22:43",1426
"65","2014/04/01 22:48",3900
"66","2014/04/01 22:53",5371
"67","2014/04/01 22:58",6644
"68","2014/04/01 23:03",8747
"69","2014/04/01 23:08",8039
"70","2014/04/01 23:13",6436
"71","2014/04/01 23:18",12768
"72","2014/04/01 23:23",8057
"73","2014/04/01 23:28",26243
"74","2014/04/01 23:33",5044
"75","2014/04/01 23:38",14339
"76","2014/04/01 23:43",7538
"77","2014/04/01 23:48",9329
"78","2014/04/01 23:53",6000
"79","2014/04/01 23:58",25491
"80","2014/04/02 00:03",1648
"81","2014/04/02 00:08",13241
"82","2014/04/02 00:13",2401
"83","2014/04/02 00:18",2545
"84","2014/04/02 00:23",3619
"85","2014/04/02 00:28",1966
"86","2014/04/02 00:33",1355
"87","2014/04/02 00:38",1373
"88","2014/04/02 00:43",8505
"89","2014/04/02 00:48",969
"90","2014/04/02 00:53",8710
"91","2014/04/02 00:58",6934
"92","2014/04/02 01:03",1666
"93","2014/04/02 01:08",2122
"94","2014/04/02 01:13",8634
"95","2014/04/02 01:18",34976
"96","2014/04/02 01:23",13924
