LDEV_Response_X50-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D8 X"
"1","2014/04/01 17:28",990
"2","2014/04/01 17:33",2285
"3","2014/04/01 17:38",2545
"4","2014/04/01 17:43",1860
"5","2014/04/01 17:48",3169
"6","2014/04/01 17:53",3122
"7","2014/04/01 17:58",2209
"8","2014/04/01 18:03",1566
"9","2014/04/01 18:08",2190
"10","2014/04/01 18:13",2136
"11","2014/04/01 18:18",1954
"12","2014/04/01 18:23",1420
"13","2014/04/01 18:28",2040
"14","2014/04/01 18:33",1947
"15","2014/04/01 18:38",3376
"16","2014/04/01 18:43",2254
"17","2014/04/01 18:48",2116
"18","2014/04/01 18:53",2558
"19","2014/04/01 18:58",1744
"20","2014/04/01 19:03",1912
"21","2014/04/01 19:08",2577
"22","2014/04/01 19:13",3121
"23","2014/04/01 19:18",2069
"24","2014/04/01 19:23",2370
"25","2014/04/01 19:28",3489
"26","2014/04/01 19:33",3339
"27","2014/04/01 19:38",1954
"28","2014/04/01 19:43",7563
"29","2014/04/01 19:48",6110
"30","2014/04/01 19:53",1967
"31","2014/04/01 19:58",2719
"32","2014/04/01 20:03",3752
"33","2014/04/01 20:08",2832
"34","2014/04/01 20:13",2551
"35","2014/04/01 20:18",1985
"36","2014/04/01 20:23",2844
"37","2014/04/01 20:28",2223
"38","2014/04/01 20:33",5057
"39","2014/04/01 20:38",2026
"40","2014/04/01 20:43",1977
"41","2014/04/01 20:48",2244
"42","2014/04/01 20:53",2580
"43","2014/04/01 20:58",3038
"44","2014/04/01 21:03",3653
"45","2014/04/01 21:08",4909
"46","2014/04/01 21:13",4152
"47","2014/04/01 21:18",1614
"48","2014/04/01 21:23",4232
"49","2014/04/01 21:28",2801
"50","2014/04/01 21:33",5187
"51","2014/04/01 21:38",2568
"52","2014/04/01 21:43",2078
"53","2014/04/01 21:48",1534
"54","2014/04/01 21:53",3315
"55","2014/04/01 21:58",-3
"56","2014/04/01 22:03",2815
"57","2014/04/01 22:08",4127
"58","2014/04/01 22:13",-3
"59","2014/04/01 22:18",2435
"60","2014/04/01 22:23",-3
"61","2014/04/01 22:28",-3
"62","2014/04/01 22:33",3956
"63","2014/04/01 22:38",-3
"64","2014/04/01 22:43",-3
"65","2014/04/01 22:48",-3
"66","2014/04/01 22:53",2956
"67","2014/04/01 22:58",1997
"68","2014/04/01 23:03",4019
"69","2014/04/01 23:08",2284
"70","2014/04/01 23:13",7256
"71","2014/04/01 23:18",3873
"72","2014/04/01 23:23",4695
"73","2014/04/01 23:28",5194
"74","2014/04/01 23:33",4423
"75","2014/04/01 23:38",4907
"76","2014/04/01 23:43",2583
"77","2014/04/01 23:48",4361
"78","2014/04/01 23:53",6001
"79","2014/04/01 23:58",3735
"80","2014/04/02 00:03",1505
"81","2014/04/02 00:08",-3
"82","2014/04/02 00:13",-3
"83","2014/04/02 00:18",5114
"84","2014/04/02 00:23",-3
"85","2014/04/02 00:28",-3
"86","2014/04/02 00:33",6521
"87","2014/04/02 00:38",3855
"88","2014/04/02 00:43",-3
"89","2014/04/02 00:48",5658
"90","2014/04/02 00:53",2607
"91","2014/04/02 00:58",-3
"92","2014/04/02 01:03",2180
"93","2014/04/02 01:08",-3
"94","2014/04/02 01:13",-3
"95","2014/04/02 01:18",4147
"96","2014/04/02 01:23",-3
