LDEV_Response_X525-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:02:1F X"
"1","2014/04/01 17:28",-3
"2","2014/04/01 17:33",1953
"3","2014/04/01 17:38",-3
"4","2014/04/01 17:43",-3
"5","2014/04/01 17:48",7137
"6","2014/04/01 17:53",6360
"7","2014/04/01 17:58",-3
"8","2014/04/01 18:03",1908
"9","2014/04/01 18:08",2307
"10","2014/04/01 18:13",-3
"11","2014/04/01 18:18",6498
"12","2014/04/01 18:23",6456
"13","2014/04/01 18:28",-3
"14","2014/04/01 18:33",-3
"15","2014/04/01 18:38",2864
"16","2014/04/01 18:43",1822
"17","2014/04/01 18:48",4917
"18","2014/04/01 18:53",8081
"19","2014/04/01 18:58",3203
"20","2014/04/01 19:03",-3
"21","2014/04/01 19:08",2467
"22","2014/04/01 19:13",-3
"23","2014/04/01 19:18",5335
"24","2014/04/01 19:23",9963
"25","2014/04/01 19:28",-3
"26","2014/04/01 19:33",3835
"27","2014/04/01 19:38",-3
"28","2014/04/01 19:43",-3
"29","2014/04/01 19:48",9505
"30","2014/04/01 19:53",9382
"31","2014/04/01 19:58",10558
"32","2014/04/01 20:03",-3
"33","2014/04/01 20:08",2391
"34","2014/04/01 20:13",-3
"35","2014/04/01 20:18",8665
"36","2014/04/01 20:23",8903
"37","2014/04/01 20:28",9154
"38","2014/04/01 20:33",7025
"39","2014/04/01 20:38",8136
"40","2014/04/01 20:43",-3
"41","2014/04/01 20:48",-3
"42","2014/04/01 20:53",8240
"43","2014/04/01 20:58",9190
"44","2014/04/01 21:03",-3
"45","2014/04/01 21:08",4641
"46","2014/04/01 21:13",6329
"47","2014/04/01 21:18",6956
"48","2014/04/01 21:23",10350
"49","2014/04/01 21:28",-3
"50","2014/04/01 21:33",4346
"51","2014/04/01 21:38",-3
"52","2014/04/01 21:43",1254
"53","2014/04/01 21:48",-3
"54","2014/04/01 21:53",7085
"55","2014/04/01 21:58",7809
"56","2014/04/01 22:03",4057
"57","2014/04/01 22:08",8069
"58","2014/04/01 22:13",34492
"59","2014/04/01 22:18",2871
"60","2014/04/01 22:23",2603
"61","2014/04/01 22:28",4654
"62","2014/04/01 22:33",3231
"63","2014/04/01 22:38",2703
"64","2014/04/01 22:43",1500
"65","2014/04/01 22:48",4579
"66","2014/04/01 22:53",5619
"67","2014/04/01 22:58",6758
"68","2014/04/01 23:03",9038
"69","2014/04/01 23:08",8650
"70","2014/04/01 23:13",7016
"71","2014/04/01 23:18",13955
"72","2014/04/01 23:23",6700
"73","2014/04/01 23:28",28708
"74","2014/04/01 23:33",5180
"75","2014/04/01 23:38",13934
"76","2014/04/01 23:43",6212
"77","2014/04/01 23:48",10526
"78","2014/04/01 23:53",6639
"79","2014/04/01 23:58",29105
"80","2014/04/02 00:03",1556
"81","2014/04/02 00:08",12312
"82","2014/04/02 00:13",2234
"83","2014/04/02 00:18",2278
"84","2014/04/02 00:23",3317
"85","2014/04/02 00:28",2399
"86","2014/04/02 00:33",1320
"87","2014/04/02 00:38",2081
"88","2014/04/02 00:43",6554
"89","2014/04/02 00:48",1083
"90","2014/04/02 00:53",9685
"91","2014/04/02 00:58",8360
"92","2014/04/02 01:03",1908
"93","2014/04/02 01:08",1571
"94","2014/04/02 01:13",7417
"95","2014/04/02 01:18",27213
"96","2014/04/02 01:23",12960
