LDEV_Response_X68-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D6 X"
"1","2014/04/01 17:28",783
"2","2014/04/01 17:33",2507
"3","2014/04/01 17:38",2813
"4","2014/04/01 17:43",2053
"5","2014/04/01 17:48",3342
"6","2014/04/01 17:53",3142
"7","2014/04/01 17:58",2105
"8","2014/04/01 18:03",1731
"9","2014/04/01 18:08",2118
"10","2014/04/01 18:13",2055
"11","2014/04/01 18:18",2111
"12","2014/04/01 18:23",1555
"13","2014/04/01 18:28",2349
"14","2014/04/01 18:33",1986
"15","2014/04/01 18:38",3232
"16","2014/04/01 18:43",2499
"17","2014/04/01 18:48",2419
"18","2014/04/01 18:53",2917
"19","2014/04/01 18:58",1848
"20","2014/04/01 19:03",1964
"21","2014/04/01 19:08",3248
"22","2014/04/01 19:13",3687
"23","2014/04/01 19:18",2246
"24","2014/04/01 19:23",2440
"25","2014/04/01 19:28",4045
"26","2014/04/01 19:33",3908
"27","2014/04/01 19:38",2108
"28","2014/04/01 19:43",10305
"29","2014/04/01 19:48",5667
"30","2014/04/01 19:53",2011
"31","2014/04/01 19:58",2862
"32","2014/04/01 20:03",3338
"33","2014/04/01 20:08",3104
"34","2014/04/01 20:13",2935
"35","2014/04/01 20:18",2079
"36","2014/04/01 20:23",3132
"37","2014/04/01 20:28",2480
"38","2014/04/01 20:33",4349
"39","2014/04/01 20:38",2367
"40","2014/04/01 20:43",2145
"41","2014/04/01 20:48",2405
"42","2014/04/01 20:53",2601
"43","2014/04/01 20:58",3285
"44","2014/04/01 21:03",3905
"45","2014/04/01 21:08",4700
"46","2014/04/01 21:13",4305
"47","2014/04/01 21:18",1865
"48","2014/04/01 21:23",4305
"49","2014/04/01 21:28",2961
"50","2014/04/01 21:33",4923
"51","2014/04/01 21:38",2558
"52","2014/04/01 21:43",2208
"53","2014/04/01 21:48",1592
"54","2014/04/01 21:53",3205
"55","2014/04/01 21:58",-3
"56","2014/04/01 22:03",2855
"57","2014/04/01 22:08",4591
"58","2014/04/01 22:13",-3
"59","2014/04/01 22:18",2424
"60","2014/04/01 22:23",-3
"61","2014/04/01 22:28",-3
"62","2014/04/01 22:33",4259
"63","2014/04/01 22:38",-3
"64","2014/04/01 22:43",1289
"65","2014/04/01 22:48",-3
"66","2014/04/01 22:53",3670
"67","2014/04/01 22:58",2169
"68","2014/04/01 23:03",4311
"69","2014/04/01 23:08",2597
"70","2014/04/01 23:13",6984
"71","2014/04/01 23:18",3677
"72","2014/04/01 23:23",4508
"73","2014/04/01 23:28",3930
"74","2014/04/01 23:33",6929
"75","2014/04/01 23:38",2502
"76","2014/04/01 23:43",2730
"77","2014/04/01 23:48",4560
"78","2014/04/01 23:53",6797
"79","2014/04/01 23:58",3850
"80","2014/04/02 00:03",1333
"81","2014/04/02 00:08",932
"82","2014/04/02 00:13",-3
"83","2014/04/02 00:18",4968
"84","2014/04/02 00:23",-3
"85","2014/04/02 00:28",-3
"86","2014/04/02 00:33",6925
"87","2014/04/02 00:38",3684
"88","2014/04/02 00:43",-3
"89","2014/04/02 00:48",5131
"90","2014/04/02 00:53",2174
"91","2014/04/02 00:58",-3
"92","2014/04/02 01:03",1802
"93","2014/04/02 01:08",1905
"94","2014/04/02 01:13",-3
"95","2014/04/02 01:18",4935
"96","2014/04/02 01:23",-3
