LDEV_Read_Hit_X524-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:02:1E X"
"1","2014/04/01 17:28",74
"2","2014/04/01 17:33",90
"3","2014/04/01 17:38",74
"4","2014/04/01 17:43",90
"5","2014/04/01 17:48",29
"6","2014/04/01 17:53",33
"7","2014/04/01 17:58",47
"8","2014/04/01 18:03",80
"9","2014/04/01 18:08",75
"10","2014/04/01 18:13",43
"11","2014/04/01 18:18",17
"12","2014/04/01 18:23",30
"13","2014/04/01 18:28",80
"14","2014/04/01 18:33",90
"15","2014/04/01 18:38",78
"16","2014/04/01 18:43",85
"17","2014/04/01 18:48",22
"18","2014/04/01 18:53",20
"19","2014/04/01 18:58",41
"20","2014/04/01 19:03",88
"21","2014/04/01 19:08",75
"22","2014/04/01 19:13",46
"23","2014/04/01 19:18",45
"24","2014/04/01 19:23",25
"25","2014/04/01 19:28",78
"26","2014/04/01 19:33",88
"27","2014/04/01 19:38",35
"28","2014/04/01 19:43",33
"29","2014/04/01 19:48",27
"30","2014/04/01 19:53",28
"31","2014/04/01 19:58",16
"32","2014/04/01 20:03",83
"33","2014/04/01 20:08",58
"34","2014/04/01 20:13",64
"35","2014/04/01 20:18",16
"36","2014/04/01 20:23",59
"37","2014/04/01 20:28",30
"38","2014/04/01 20:33",22
"39","2014/04/01 20:38",35
"40","2014/04/01 20:43",83
"41","2014/04/01 20:48",39
"42","2014/04/01 20:53",12
"43","2014/04/01 20:58",18
"44","2014/04/01 21:03",80
"45","2014/04/01 21:08",18
"46","2014/04/01 21:13",33
"47","2014/04/01 21:18",13
"48","2014/04/01 21:23",15
"49","2014/04/01 21:28",70
"50","2014/04/01 21:33",31
"51","2014/04/01 21:38",25
"52","2014/04/01 21:43",91
"53","2014/04/01 21:48",51
"54","2014/04/01 21:53",28
"55","2014/04/01 21:58",23
"56","2014/04/01 22:03",62
"57","2014/04/01 22:08",68
"58","2014/04/01 22:13",71
"59","2014/04/01 22:18",76
"60","2014/04/01 22:23",73
"61","2014/04/01 22:28",76
"62","2014/04/01 22:33",83
"63","2014/04/01 22:38",85
"64","2014/04/01 22:43",91
"65","2014/04/01 22:48",92
"66","2014/04/01 22:53",89
"67","2014/04/01 22:58",90
"68","2014/04/01 23:03",78
"69","2014/04/01 23:08",82
"70","2014/04/01 23:13",84
"71","2014/04/01 23:18",85
"72","2014/04/01 23:23",89
"73","2014/04/01 23:28",90
"74","2014/04/01 23:33",93
"75","2014/04/01 23:38",93
"76","2014/04/01 23:43",91
"77","2014/04/01 23:48",92
"78","2014/04/01 23:53",90
"79","2014/04/01 23:58",90
"80","2014/04/02 00:03",86
"81","2014/04/02 00:08",90
"82","2014/04/02 00:13",86
"83","2014/04/02 00:18",84
"84","2014/04/02 00:23",82
"85","2014/04/02 00:28",87
"86","2014/04/02 00:33",92
"87","2014/04/02 00:38",67
"88","2014/04/02 00:43",90
"89","2014/04/02 00:48",92
"90","2014/04/02 00:53",77
"91","2014/04/02 00:58",85
"92","2014/04/02 01:03",81
"93","2014/04/02 01:08",91
"94","2014/04/02 01:13",64
"95","2014/04/02 01:18",30
"96","2014/04/02 01:23",19
