LDEV_Read_Hit_X50-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D8 X"
"1","2014/04/01 17:28",90
"2","2014/04/01 17:33",89
"3","2014/04/01 17:38",87
"4","2014/04/01 17:43",90
"5","2014/04/01 17:48",84
"6","2014/04/01 17:53",89
"7","2014/04/01 17:58",86
"8","2014/04/01 18:03",91
"9","2014/04/01 18:08",89
"10","2014/04/01 18:13",88
"11","2014/04/01 18:18",89
"12","2014/04/01 18:23",93
"13","2014/04/01 18:28",88
"14","2014/04/01 18:33",89
"15","2014/04/01 18:38",74
"16","2014/04/01 18:43",85
"17","2014/04/01 18:48",87
"18","2014/04/01 18:53",83
"19","2014/04/01 18:58",90
"20","2014/04/01 19:03",87
"21","2014/04/01 19:08",84
"22","2014/04/01 19:13",76
"23","2014/04/01 19:18",88
"24","2014/04/01 19:23",87
"25","2014/04/01 19:28",72
"26","2014/04/01 19:33",75
"27","2014/04/01 19:38",89
"28","2014/04/01 19:43",76
"29","2014/04/01 19:48",63
"30","2014/04/01 19:53",91
"31","2014/04/01 19:58",82
"32","2014/04/01 20:03",69
"33","2014/04/01 20:08",81
"34","2014/04/01 20:13",84
"35","2014/04/01 20:18",88
"36","2014/04/01 20:23",79
"37","2014/04/01 20:28",83
"38","2014/04/01 20:33",64
"39","2014/04/01 20:38",87
"40","2014/04/01 20:43",85
"41","2014/04/01 20:48",84
"42","2014/04/01 20:53",80
"43","2014/04/01 20:58",78
"44","2014/04/01 21:03",68
"45","2014/04/01 21:08",64
"46","2014/04/01 21:13",62
"47","2014/04/01 21:18",90
"48","2014/04/01 21:23",46
"49","2014/04/01 21:28",81
"50","2014/04/01 21:33",57
"51","2014/04/01 21:38",83
"52","2014/04/01 21:43",87
"53","2014/04/01 21:48",91
"54","2014/04/01 21:53",76
"55","2014/04/01 21:58",81
"56","2014/04/01 22:03",74
"57","2014/04/01 22:08",67
"58","2014/04/01 22:13",97
"59","2014/04/01 22:18",81
"60","2014/04/01 22:23",98
"61","2014/04/01 22:28",94
"62","2014/04/01 22:33",68
"63","2014/04/01 22:38",100
"64","2014/04/01 22:43",81
"65","2014/04/01 22:48",92
"66","2014/04/01 22:53",77
"67","2014/04/01 22:58",88
"68","2014/04/01 23:03",75
"69","2014/04/01 23:08",86
"70","2014/04/01 23:13",78
"71","2014/04/01 23:18",82
"72","2014/04/01 23:23",78
"73","2014/04/01 23:28",77
"74","2014/04/01 23:33",95
"75","2014/04/01 23:38",77
"76","2014/04/01 23:43",83
"77","2014/04/01 23:48",76
"78","2014/04/01 23:53",76
"79","2014/04/01 23:58",79
"80","2014/04/02 00:03",92
"81","2014/04/02 00:08",71
"82","2014/04/02 00:13",71
"83","2014/04/02 00:18",60
"84","2014/04/02 00:23",63
"85","2014/04/02 00:28",93
"86","2014/04/02 00:33",47
"87","2014/04/02 00:38",71
"88","2014/04/02 00:43",97
"89","2014/04/02 00:48",53
"90","2014/04/02 00:53",78
"91","2014/04/02 00:58",90
"92","2014/04/02 01:03",82
"93","2014/04/02 01:08",83
"94","2014/04/02 01:13",100
"95","2014/04/02 01:18",69
"96","2014/04/02 01:23",81
