LDEV_Read_Hit_X306-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:20:3C X"
"1","2014/04/01 17:28",93
"2","2014/04/01 17:33",52
"3","2014/04/01 17:38",40
"4","2014/04/01 17:43",94
"5","2014/04/01 17:48",66
"6","2014/04/01 17:53",12
"7","2014/04/01 17:58",91
"8","2014/04/01 18:03",32
"9","2014/04/01 18:08",23
"10","2014/04/01 18:13",92
"11","2014/04/01 18:18",45
"12","2014/04/01 18:23",16
"13","2014/04/01 18:28",94
"14","2014/04/01 18:33",64
"15","2014/04/01 18:38",23
"16","2014/04/01 18:43",92
"17","2014/04/01 18:48",50
"18","2014/04/01 18:53",59
"19","2014/04/01 18:58",95
"20","2014/04/01 19:03",66
"21","2014/04/01 19:08",18
"22","2014/04/01 19:13",92
"23","2014/04/01 19:18",33
"24","2014/04/01 19:23",25
"25","2014/04/01 19:28",93
"26","2014/04/01 19:33",77
"27","2014/04/01 19:38",38
"28","2014/04/01 19:43",91
"29","2014/04/01 19:48",24
"30","2014/04/01 19:53",12
"31","2014/04/01 19:58",93
"32","2014/04/01 20:03",33
"33","2014/04/01 20:08",14
"34","2014/04/01 20:13",91
"35","2014/04/01 20:18",54
"36","2014/04/01 20:23",16
"37","2014/04/01 20:28",92
"38","2014/04/01 20:33",73
"39","2014/04/01 20:38",13
"40","2014/04/01 20:43",94
"41","2014/04/01 20:48",41
"42","2014/04/01 20:53",28
"43","2014/04/01 20:58",92
"44","2014/04/01 21:03",33
"45","2014/04/01 21:08",15
"46","2014/04/01 21:13",93
"47","2014/04/01 21:18",76
"48","2014/04/01 21:23",25
"49","2014/04/01 21:28",91
"50","2014/04/01 21:33",44
"51","2014/04/01 21:38",25
"52","2014/04/01 21:43",95
"53","2014/04/01 21:48",48
"54","2014/04/01 21:53",16
"55","2014/04/01 21:58",93
"56","2014/04/01 22:03",62
"57","2014/04/01 22:08",15
"58","2014/04/01 22:13",93
"59","2014/04/01 22:18",79
"60","2014/04/01 22:23",40
"61","2014/04/01 22:28",94
"62","2014/04/01 22:33",7
"63","2014/04/01 22:38",34
"64","2014/04/01 22:43",94
"65","2014/04/01 22:48",51
"66","2014/04/01 22:53",20
"67","2014/04/01 22:58",91
"68","2014/04/01 23:03",7
"69","2014/04/01 23:08",31
"70","2014/04/01 23:13",94
"71","2014/04/01 23:18",17
"72","2014/04/01 23:23",35
"73","2014/04/01 23:28",94
"74","2014/04/01 23:33",45
"75","2014/04/01 23:38",16
"76","2014/04/01 23:43",93
"77","2014/04/01 23:48",23
"78","2014/04/01 23:53",20
"79","2014/04/01 23:58",92
"80","2014/04/02 00:03",37
"81","2014/04/02 00:08",33
"82","2014/04/02 00:13",93
"83","2014/04/02 00:18",18
"84","2014/04/02 00:23",38
"85","2014/04/02 00:28",90
"86","2014/04/02 00:33",25
"87","2014/04/02 00:38",15
"88","2014/04/02 00:43",93
"89","2014/04/02 00:48",67
"90","2014/04/02 00:53",20
"91","2014/04/02 00:58",91
"92","2014/04/02 01:03",42
"93","2014/04/02 01:08",22
"94","2014/04/02 01:13",90
"95","2014/04/02 01:18",63
"96","2014/04/02 01:23",25
