LDEV_Read_Hit_X521-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:02:1B X"
"1","2014/04/01 17:28",64
"2","2014/04/01 17:33",89
"3","2014/04/01 17:38",64
"4","2014/04/01 17:43",81
"5","2014/04/01 17:48",36
"6","2014/04/01 17:53",23
"7","2014/04/01 17:58",44
"8","2014/04/01 18:03",69
"9","2014/04/01 18:08",71
"10","2014/04/01 18:13",49
"11","2014/04/01 18:18",16
"12","2014/04/01 18:23",22
"13","2014/04/01 18:28",67
"14","2014/04/01 18:33",86
"15","2014/04/01 18:38",71
"16","2014/04/01 18:43",92
"17","2014/04/01 18:48",19
"18","2014/04/01 18:53",17
"19","2014/04/01 18:58",52
"20","2014/04/01 19:03",65
"21","2014/04/01 19:08",66
"22","2014/04/01 19:13",50
"23","2014/04/01 19:18",40
"24","2014/04/01 19:23",21
"25","2014/04/01 19:28",65
"26","2014/04/01 19:33",89
"27","2014/04/01 19:38",28
"28","2014/04/01 19:43",33
"29","2014/04/01 19:48",31
"30","2014/04/01 19:53",23
"31","2014/04/01 19:58",13
"32","2014/04/01 20:03",79
"33","2014/04/01 20:08",54
"34","2014/04/01 20:13",66
"35","2014/04/01 20:18",13
"36","2014/04/01 20:23",22
"37","2014/04/01 20:28",20
"38","2014/04/01 20:33",26
"39","2014/04/01 20:38",22
"40","2014/04/01 20:43",74
"41","2014/04/01 20:48",37
"42","2014/04/01 20:53",11
"43","2014/04/01 20:58",14
"44","2014/04/01 21:03",70
"45","2014/04/01 21:08",17
"46","2014/04/01 21:13",29
"47","2014/04/01 21:18",13
"48","2014/04/01 21:23",11
"49","2014/04/01 21:28",60
"50","2014/04/01 21:33",20
"51","2014/04/01 21:38",39
"52","2014/04/01 21:43",84
"53","2014/04/01 21:48",64
"54","2014/04/01 21:53",22
"55","2014/04/01 21:58",16
"56","2014/04/01 22:03",55
"57","2014/04/01 22:08",69
"58","2014/04/01 22:13",71
"59","2014/04/01 22:18",74
"60","2014/04/01 22:23",76
"61","2014/04/01 22:28",80
"62","2014/04/01 22:33",84
"63","2014/04/01 22:38",83
"64","2014/04/01 22:43",92
"65","2014/04/01 22:48",92
"66","2014/04/01 22:53",90
"67","2014/04/01 22:58",90
"68","2014/04/01 23:03",78
"69","2014/04/01 23:08",82
"70","2014/04/01 23:13",83
"71","2014/04/01 23:18",85
"72","2014/04/01 23:23",89
"73","2014/04/01 23:28",90
"74","2014/04/01 23:33",93
"75","2014/04/01 23:38",94
"76","2014/04/01 23:43",92
"77","2014/04/01 23:48",92
"78","2014/04/01 23:53",90
"79","2014/04/01 23:58",89
"80","2014/04/02 00:03",88
"81","2014/04/02 00:08",87
"82","2014/04/02 00:13",84
"83","2014/04/02 00:18",80
"84","2014/04/02 00:23",82
"85","2014/04/02 00:28",84
"86","2014/04/02 00:33",93
"87","2014/04/02 00:38",65
"88","2014/04/02 00:43",90
"89","2014/04/02 00:48",93
"90","2014/04/02 00:53",83
"91","2014/04/02 00:58",86
"92","2014/04/02 01:03",83
"93","2014/04/02 01:08",90
"94","2014/04/02 01:13",55
"95","2014/04/02 01:18",31
"96","2014/04/02 01:23",34
