LDEV_Rnd_Read_Hit32.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:32:1B(11-13)","00:32:1C(11-13)","00:32:1D(11-13)","00:32:37X(X858-1)","00:32:38(11-4)","00:32:39(11-4)","00:32:43(11-6)","00:32:44(11-6)","00:32:4CX(X179-1)","00:32:4F(13-5)","00:32:50(13-15)","00:32:51(13-3)","00:32:52(5-4)","00:32:61X(X457-1)","00:32:65X(X160-1)","00:32:66X(X159-1)","00:32:69X(X416-1)","00:32:6AX(X417-1)","00:32:6CX(X424-1)","00:32:6DX(X425-1)","00:32:6EX(X428-1)"
"52","2014/04/01 21:43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,100,0,0,0,0,0
"53","2014/04/01 21:48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,100,0,0,0,0,0
"54","2014/04/01 21:53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,100,0,0,0,0,0
"55","2014/04/01 21:58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,60,0,0,0,0
"56","2014/04/01 22:03",0,0,0,0,96,0,96,0,0,0,0,0,0,0,96,100,3,100,0,0,0
"57","2014/04/01 22:08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,100,0,8,0,0,0
"58","2014/04/01 22:13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,100,0,0,0,0,0
"59","2014/04/01 22:18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,100,33,0,0,0,0
"60","2014/04/01 22:23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,100,0,25,0,0,0
"61","2014/04/01 22:28",0,10,1,0,0,0,0,0,0,0,0,0,0,0,93,100,33,0,0,0,0
"62","2014/04/01 22:33",0,1,2,0,0,0,0,0,0,0,0,0,0,0,97,100,11,0,0,0,0
"63","2014/04/01 22:38",0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,100,14,57,0,0,0
"64","2014/04/01 22:43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,100,33,0,0,0,0
"65","2014/04/01 22:48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,100,0,0,0,0,0
"66","2014/04/01 22:53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,100,0,25,0,0,0
"67","2014/04/01 22:58",0,0,0,0,95,0,95,0,0,0,0,0,0,0,87,100,0,0,0,0,0
"68","2014/04/01 23:03",88,0,0,0,100,0,100,0,0,0,0,0,0,99,97,100,26,97,98,98,98
"69","2014/04/01 23:08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,100,40,100,0,0,0
"70","2014/04/01 23:13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,100,0,100,0,0,0
"71","2014/04/01 23:18",0,0,0,0,0,0,0,0,0,0,0,0,0,66,87,100,56,76,100,100,66
"72","2014/04/01 23:23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,100,72,83,0,0,0
"73","2014/04/01 23:28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,100,76,27,0,0,0
"74","2014/04/01 23:33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,100,73,84,0,0,0
"75","2014/04/01 23:38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,100,59,0,0,0,0
"76","2014/04/01 23:43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,100,55,0,0,0,0
"77","2014/04/01 23:48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,100,64,0,0,0,0
"78","2014/04/01 23:53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,100,50,0,0,0,0
"79","2014/04/01 23:58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,100,51,0,0,0,0
"80","2014/04/02 00:03",72,0,0,0,96,0,96,0,0,0,0,0,0,96,84,100,50,94,100,100,75
"81","2014/04/02 00:08",100,0,0,0,0,0,0,0,0,0,0,0,0,0,54,100,41,0,0,0,0
"82","2014/04/02 00:13",0,0,0,0,0,0,0,0,0,0,0,0,0,66,86,100,57,73,100,100,66
"83","2014/04/02 00:18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,41,0,0,0,0
"84","2014/04/02 00:23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,100,40,0,0,0,0
"85","2014/04/02 00:28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,100,44,0,0,0,0
"86","2014/04/02 00:33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,100,42,0,0,0,0
"87","2014/04/02 00:38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,100,47,0,0,0,0
"88","2014/04/02 00:43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,45,0,0,0,0
"89","2014/04/02 00:48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,100,35,0,0,0,0
"90","2014/04/02 00:53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,100,47,0,0,0,0
"91","2014/04/02 00:58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,28,0,0,0,0
"92","2014/04/02 01:03",0,0,0,0,96,0,96,0,0,0,0,0,0,0,72,100,42,0,0,0,0
"93","2014/04/02 01:08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,100,33,39,0,0,0
"94","2014/04/02 01:13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,100,41,21,0,0,0
"95","2014/04/02 01:18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,100,33,0,0,0,0
"96","2014/04/02 01:23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,100,37,0,0,0,0
