LDEV_Rnd_Read_Hit0C.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:0C:00X(X573-1)","00:0C:01X(X574-1)","00:0C:02X(X575-1)","00:0C:03X(X576-1)","00:0C:04X(X577-1)","00:0C:05X(X578-1)","00:0C:06X(X579-1)","00:0C:07X(X580-1)","00:0C:08X(X581-1)","00:0C:09X(X582-1)","00:0C:0AX(X583-1)","00:0C:0BX(X584-1)","00:0C:0CX(X585-1)"
"19","2014/04/01 18:58",81,80,83,86,84,88,80,85,84,82,78,82,86
"20","2014/04/01 19:03",74,79,83,81,87,84,80,87,83,84,77,80,84
"21","2014/04/01 19:08",72,78,80,76,81,83,75,78,80,80,73,76,80
"22","2014/04/01 19:13",83,85,84,86,88,90,83,85,87,82,78,85,86
"23","2014/04/01 19:18",75,82,81,80,83,86,85,84,81,78,69,81,85
"24","2014/04/01 19:23",77,84,83,80,86,87,78,83,84,81,77,84,85
"25","2014/04/01 19:28",84,86,85,84,85,88,85,84,87,83,79,78,83
"26","2014/04/01 19:33",69,79,74,71,77,78,72,76,78,70,64,70,78
"27","2014/04/01 19:38",80,81,86,79,87,89,78,82,84,81,80,82,84
"28","2014/04/01 19:43",40,49,60,48,60,60,44,51,52,41,47,49,51
"29","2014/04/01 19:48",43,41,53,46,52,61,46,40,54,51,47,51,48
"30","2014/04/01 19:53",44,46,50,48,52,61,55,51,52,50,41,41,52
"31","2014/04/01 19:58",74,80,82,78,83,86,86,80,82,77,80,81,84
"32","2014/04/01 20:03",78,79,82,80,87,86,78,85,83,81,83,83,86
"33","2014/04/01 20:08",85,85,87,82,91,88,85,88,90,85,89,86,90
"34","2014/04/01 20:13",84,88,90,88,93,92,87,92,89,90,90,91,91
"35","2014/04/01 20:18",92,91,95,90,97,96,94,95,95,94,93,94,95
"36","2014/04/01 20:23",92,94,96,95,96,96,94,94,93,95,93,95,96
"37","2014/04/01 20:28",87,89,92,90,93,94,89,91,93,90,91,91,94
"38","2014/04/01 20:33",87,90,92,90,94,93,88,92,92,89,90,91,94
"39","2014/04/01 20:38",96,97,97,96,96,96,95,96,96,96,96,95,96
"40","2014/04/01 20:43",91,93,95,91,96,95,90,94,95,91,92,95,96
"41","2014/04/01 20:48",94,94,95,90,96,95,91,92,96,95,92,95,94
"42","2014/04/01 20:53",88,89,93,89,95,94,91,92,93,91,92,90,92
"43","2014/04/01 20:58",88,92,94,89,95,95,91,92,93,91,89,93,93
"44","2014/04/01 21:03",92,92,91,89,93,92,88,91,93,90,91,93,93
"45","2014/04/01 21:08",60,61,71,63,72,73,67,69,70,73,56,64,70
"46","2014/04/01 21:13",71,80,80,84,85,84,78,78,82,76,80,81,81
"47","2014/04/01 21:18",74,75,79,75,84,87,83,84,83,76,76,81,85
"48","2014/04/01 21:23",72,73,81,76,85,78,79,80,78,76,75,76,77
"49","2014/04/01 21:28",82,87,87,87,90,91,83,86,90,85,82,87,90
"50","2014/04/01 21:33",60,73,70,73,74,72,69,68,75,69,69,69,72
"51","2014/04/01 21:38",76,78,80,76,85,87,78,84,84,77,76,82,83
"52","2014/04/01 21:43",79,84,84,83,88,88,78,81,86,83,81,81,85
"53","2014/04/01 21:48",65,79,79,66,83,82,71,74,81,75,70,77,80
"54","2014/04/01 21:53",79,83,81,78,88,86,80,82,87,84,85,85,84
"55","2014/04/01 21:58",68,70,86,71,78,83,68,69,77,71,69,75,77
"56","2014/04/01 22:03",53,62,71,64,75,74,60,66,70,60,61,71,67
"57","2014/04/01 22:08",55,57,57,60,64,62,55,57,62,65,56,57,58
"58","2014/04/01 22:13",58,62,62,67,70,65,63,65,65,56,68,70,64
"59","2014/04/01 22:18",72,76,81,73,85,84,71,75,81,76,75,77,82
"60","2014/04/01 22:23",69,72,75,72,80,78,67,66,74,69,69,70,74
"61","2014/04/01 22:28",65,60,65,63,71,72,55,60,65,64,62,60,68
"62","2014/04/01 22:33",63,54,62,56,61,65,58,55,59,57,53,57,64
"63","2014/04/01 22:38",63,55,62,59,69,71,58,60,62,59,54,58,63
"64","2014/04/01 22:43",70,69,73,70,75,80,69,71,75,69,67,70,74
"65","2014/04/01 22:48",69,62,66,55,70,70,60,60,68,60,63,64,68
"66","2014/04/01 22:53",60,52,58,53,57,59,54,49,61,52,49,56,57
"67","2014/04/01 22:58",51,65,60,61,66,68,58,61,66,55,51,57,55
"68","2014/04/01 23:03",60,52,56,49,57,55,52,62,58,44,54,54,58
"69","2014/04/01 23:08",60,59,62,57,53,59,57,61,55,60,58,57,59
"70","2014/04/01 23:13",72,70,61,73,69,73,67,69,66,61,67,71,75
"71","2014/04/01 23:18",69,64,68,66,72,70,76,67,71,71,65,68,72
"72","2014/04/01 23:23",68,66,67,72,69,72,71,67,71,67,71,70,69
"73","2014/04/01 23:28",73,70,70,75,73,74,72,75,78,72,72,69,73
"74","2014/04/01 23:33",72,75,72,65,69,71,76,72,74,63,73,71,73
"75","2014/04/01 23:38",69,74,77,71,75,69,77,76,76,66,77,70,73
"76","2014/04/01 23:43",73,66,70,75,80,74,73,77,76,76,75,77,75
"77","2014/04/01 23:48",63,65,69,64,71,69,72,64,70,65,72,68,66
"78","2014/04/01 23:53",72,74,76,71,73,78,74,76,74,72,68,74,72
"79","2014/04/01 23:58",79,78,74,75,78,77,85,77,80,74,78,76,75
"80","2014/04/02 00:03",68,73,75,72,69,77,81,76,73,71,73,76,72
"81","2014/04/02 00:08",69,69,71,73,71,72,72,75,69,77,71,75,76
"82","2014/04/02 00:13",64,69,73,71,73,74,73,71,75,76,71,75,74
"83","2014/04/02 00:18",79,79,82,82,78,79,81,78,81,80,79,73,79
"84","2014/04/02 00:23",76,76,77,74,79,76,79,78,80,77,75,75,80
"85","2014/04/02 00:28",77,80,76,79,81,77,82,82,82,79,78,80,81
"86","2014/04/02 00:33",77,76,83,80,83,78,79,85,83,83,83,80,81
"87","2014/04/02 00:38",76,78,81,81,83,80,78,80,81,83,78,75,82
"88","2014/04/02 00:43",81,78,84,77,88,83,78,81,83,79,82,80,79
"89","2014/04/02 00:48",82,86,88,86,89,90,86,86,88,88,86,88,89
"90","2014/04/02 00:53",77,79,84,77,82,82,78,79,82,78,78,76,78
"91","2014/04/02 00:58",81,84,86,84,89,91,86,84,89,83,85,85,88
"92","2014/04/02 01:03",82,83,84,79,87,86,80,85,85,84,80,84,85
"93","2014/04/02 01:08",60,60,67,71,73,71,73,68,66,72,60,65,74
"94","2014/04/02 01:13",76,79,83,80,86,84,77,81,83,80,77,82,81
"95","2014/04/02 01:18",77,79,81,81,85,85,82,80,85,81,79,81,86
"96","2014/04/02 01:23",76,78,78,76,82,80,82,84,81,79,77,81,80
