LDEV_Rnd_Read_HitF0.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:F0:00X(X175-1)","00:F0:01X(X5-1)","00:F0:02X(X391-1)","00:F0:03X(X270-1)","00:F0:1AX(X450-1)","00:F0:59X(X369-1)","00:F0:67X(X484-1)","00:F0:68X(X485-1)","00:F0:69X(X486-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",100,0,100,100,100,0,91,91,91
"8","2014/04/01 18:03",4,0,50,20,100,0,83,83,82
"9","2014/04/01 18:08",100,0,100,100,100,0,74,73,73
"10","2014/04/01 18:13",100,0,100,100,100,0,82,81,82
"11","2014/04/01 18:18",33,50,100,33,8,0,85,85,85
"12","2014/04/01 18:23",100,0,100,100,100,0,84,82,83
"13","2014/04/01 18:28",100,0,100,100,100,0,89,89,89
"14","2014/04/01 18:33",100,0,100,100,100,0,88,88,88
"15","2014/04/01 18:38",100,0,100,100,100,0,85,84,85
"16","2014/04/01 18:43",100,0,100,100,100,0,83,83,83
"17","2014/04/01 18:48",33,50,100,33,33,0,83,82,81
"18","2014/04/01 18:53",100,0,100,100,100,0,83,81,82
"19","2014/04/01 18:58",100,0,100,100,100,0,77,77,77
"20","2014/04/01 19:03",20,0,100,33,16,0,62,63,64
"21","2014/04/01 19:08",100,0,100,100,100,0,69,72,70
"22","2014/04/01 19:13",100,0,100,100,16,0,74,75,74
"23","2014/04/01 19:18",33,51,100,33,33,0,66,67,67
"24","2014/04/01 19:23",100,0,50,100,100,0,69,69,68
"25","2014/04/01 19:28",0,0,100,100,100,0,71,71,71
"26","2014/04/01 19:33",100,0,100,100,100,0,72,72,73
"27","2014/04/01 19:38",100,0,100,100,100,0,75,76,76
"28","2014/04/01 19:43",100,0,100,100,100,0,70,70,71
"29","2014/04/01 19:48",0,50,100,100,25,0,68,67,66
"30","2014/04/01 19:53",100,0,100,100,100,0,88,87,88
"31","2014/04/01 19:58",100,0,100,100,100,0,87,85,89
"32","2014/04/01 20:03",100,0,33,6,100,0,65,66,63
"33","2014/04/01 20:08",100,0,100,100,100,0,57,61,57
"34","2014/04/01 20:13",100,0,100,50,100,0,64,64,66
"35","2014/04/01 20:18",33,50,100,100,33,0,74,76,78
"36","2014/04/01 20:23",100,0,100,100,100,0,84,85,84
