LDEV_Rnd_Read_Hit16.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:16:00X(X154-1)","00:16:04X(X196-1)","00:16:05X(X654-1)","00:16:08X(X656-1)","00:16:0FX(X81-1)","00:16:10X(X192-1)","00:16:11X(X190-1)","00:16:12X(X193-1)","00:16:13(11-12)","00:16:14(11-13)","00:16:15(11-13)","00:16:16X(X670-1)","00:16:24X(X571-1)"
"20","2014/04/01 19:03",9,100,0,0,18,0,0,0,50,0,0,0,100
"21","2014/04/01 19:08",2,100,0,0,42,0,0,0,0,0,0,0,100
"22","2014/04/01 19:13",16,100,0,0,0,0,0,0,0,0,0,33,0
"23","2014/04/01 19:18",14,99,0,0,0,0,0,0,0,0,0,88,100
"24","2014/04/01 19:23",16,100,0,0,0,0,4,0,0,0,0,0,100
"25","2014/04/01 19:28",0,100,0,0,1,0,0,0,41,0,0,100,100
"26","2014/04/01 19:33",0,100,0,0,0,0,0,0,31,0,0,0,100
"27","2014/04/01 19:38",6,100,0,0,0,0,0,0,0,0,0,13,0
"28","2014/04/01 19:43",0,100,0,0,0,0,0,0,0,0,0,0,100
"29","2014/04/01 19:48",100,100,0,0,0,0,0,0,0,0,0,50,100
"30","2014/04/01 19:53",0,0,0,0,0,0,0,0,0,0,0,100,0
"31","2014/04/01 19:58",0,99,0,0,33,0,0,0,0,0,0,100,100
"32","2014/04/01 20:03",18,0,0,0,0,0,0,0,0,0,0,0,0
"33","2014/04/01 20:08",0,99,0,0,0,0,0,0,0,0,0,100,100
"34","2014/04/01 20:13",7,100,0,0,0,0,0,0,0,0,0,33,100
"35","2014/04/01 20:18",0,100,0,0,0,0,0,0,0,0,0,100,100
"36","2014/04/01 20:23",0,99,0,0,21,0,0,0,0,0,0,0,100
"37","2014/04/01 20:28",63,100,0,0,0,0,0,0,0,0,0,0,100
"38","2014/04/01 20:33",0,100,0,0,0,0,0,0,0,0,0,50,100
"39","2014/04/01 20:38",0,0,0,0,0,0,0,0,0,0,0,37,0
"40","2014/04/01 20:43",42,100,0,0,100,0,0,0,0,0,0,33,0
"41","2014/04/01 20:48",8,100,0,0,0,0,0,0,0,0,0,33,100
"42","2014/04/01 20:53",0,100,0,0,28,0,0,0,0,0,0,0,100
"43","2014/04/01 20:58",67,100,0,0,0,0,0,0,0,0,0,100,100
"44","2014/04/01 21:03",10,100,0,0,0,0,0,0,0,0,0,66,0
"45","2014/04/01 21:08",3,0,0,0,0,0,0,0,0,0,0,33,0
"46","2014/04/01 21:13",5,100,0,0,0,0,0,0,0,0,0,75,0
"47","2014/04/01 21:18",10,0,0,0,0,0,0,0,0,0,0,0,0
"48","2014/04/01 21:23",0,0,0,0,36,0,0,0,0,0,0,0,0
"49","2014/04/01 21:28",33,100,0,0,0,0,0,0,0,0,0,0,100
"50","2014/04/01 21:33",10,100,0,0,0,0,0,0,0,70,0,0,0
"51","2014/04/01 21:38",10,100,0,0,0,0,0,0,0,100,0,33,100
"52","2014/04/01 21:43",100,0,0,0,0,0,0,0,0,16,0,75,0
"53","2014/04/01 21:48",0,100,0,0,33,0,0,0,0,40,0,0,100
"54","2014/04/01 21:53",38,0,0,0,0,0,0,0,0,0,0,100,0
"55","2014/04/01 21:58",33,99,0,0,0,0,0,0,0,0,0,33,100
"56","2014/04/01 22:03",8,98,0,0,0,0,0,0,0,0,0,12,100
"57","2014/04/01 22:08",0,100,0,0,0,0,0,0,0,0,0,100,100
"58","2014/04/01 22:13",18,100,0,0,0,0,0,0,0,0,0,12,0
"59","2014/04/01 22:18",40,100,0,0,0,0,0,0,0,0,0,100,100
"60","2014/04/01 22:23",0,98,0,0,0,0,0,0,0,0,0,100,99
"61","2014/04/01 22:28",36,98,0,0,0,0,0,0,0,0,0,0,100
"62","2014/04/01 22:33",50,99,0,0,0,0,0,0,0,0,0,0,100
"63","2014/04/01 22:38",0,97,0,0,0,0,0,0,0,0,0,0,0
"64","2014/04/01 22:43",60,98,0,0,0,0,0,0,0,0,0,0,100
"65","2014/04/01 22:48",100,99,0,0,0,0,0,0,0,0,0,0,100
"66","2014/04/01 22:53",0,0,0,0,48,0,0,0,0,0,0,0,0
"67","2014/04/01 22:58",100,99,0,0,0,0,0,0,0,0,0,100,100
"68","2014/04/01 23:03",48,0,0,0,47,88,88,88,0,71,0,80,0
"69","2014/04/01 23:08",5,99,0,0,0,0,0,0,0,0,0,67,100
"70","2014/04/01 23:13",4,98,0,0,0,0,0,0,0,0,0,50,100
"71","2014/04/01 23:18",19,99,0,0,0,0,0,0,0,16,0,45,95
"72","2014/04/01 23:23",37,99,0,0,7,0,0,0,0,65,0,0,100
"73","2014/04/01 23:28",20,100,0,0,0,0,0,0,0,0,0,0,100
"74","2014/04/01 23:33",0,98,0,0,0,0,0,0,0,0,0,0,100
"75","2014/04/01 23:38",0,0,0,0,0,0,0,0,0,100,0,0,0
"76","2014/04/01 23:43",0,96,0,0,0,0,0,0,0,0,0,0,0
"77","2014/04/01 23:48",0,98,0,0,0,0,0,0,0,0,0,0,95
"78","2014/04/01 23:53",0,98,0,0,4,0,0,0,7,14,0,25,100
"79","2014/04/01 23:58",0,99,0,0,0,0,0,0,19,66,0,0,100
"80","2014/04/02 00:03",23,97,0,0,21,69,64,69,34,0,0,88,0
"81","2014/04/02 00:08",0,98,0,0,100,100,100,100,0,0,0,0,0
"82","2014/04/02 00:13",0,99,0,0,25,0,0,0,0,34,0,56,94
"83","2014/04/02 00:18",0,0,0,0,55,0,0,0,17,33,0,0,0
"84","2014/04/02 00:23",0,0,0,0,0,0,0,0,5,0,0,0,0
"85","2014/04/02 00:28",0,96,0,0,66,0,0,0,0,0,0,0,84
"86","2014/04/02 00:33",0,97,0,0,0,0,0,0,10,0,0,0,0
"87","2014/04/02 00:38",0,98,0,0,20,0,0,0,0,0,0,0,88
"88","2014/04/02 00:43",0,0,0,0,0,0,0,0,0,0,0,0,0
"89","2014/04/02 00:48",0,99,0,0,0,0,0,0,0,16,0,100,88
"90","2014/04/02 00:53",0,0,0,0,40,0,0,0,0,9,0,0,0
"91","2014/04/02 00:58",0,99,0,0,0,0,0,0,0,0,0,0,95
"92","2014/04/02 01:03",0,98,0,0,12,0,0,0,15,0,0,0,100
"93","2014/04/02 01:08",0,100,0,0,58,0,0,0,0,0,0,0,100
"94","2014/04/02 01:13",0,100,0,0,27,0,0,0,0,0,0,0,0
"95","2014/04/02 01:18",0,100,0,0,4,0,0,0,0,0,0,0,100
"96","2014/04/02 01:23",0,100,0,0,18,0,0,0,0,0,0,0,100
