PHY_Long_DRR.csv
Serial number : xxxxx(RAID600)
From : 2014/03/03 01:00
To   : 2014/04/02 01:00
sampling rate : 15

"No.","time","DRR40-1AU","DRR41-1AU","DRR42-1AU","DRR43-1AU","DRR50-1BU","DRR51-1BU","DRR52-1BU","DRR53-1BU","DRR44-1AL","DRR45-1AL","DRR46-1AL","DRR47-1AL","DRR54-1BL","DRR55-1BL","DRR56-1BL","DRR57-1BL","DRR60-1LU","DRR61-1LU","DRR62-1LU","DRR63-1LU","DRR70-1KU","DRR71-1KU","DRR72-1KU","DRR73-1KU","DRR64-1LL","DRR65-1LL","DRR66-1LL","DRR67-1LL","DRR74-1KL","DRR75-1KL","DRR76-1KL","DRR77-1KL","DRRC0-2MU","DRRC1-2MU","DRRC2-2MU","DRRC3-2MU","DRRD0-2NU","DRRD1-2NU","DRRD2-2NU","DRRD3-2NU","DRRC4-2ML","DRRC5-2ML","DRRC6-2ML","DRRC7-2ML","DRRD4-2NL","DRRD5-2NL","DRRD6-2NL","DRRD7-2NL","DRRE0-2XU","DRRE1-2XU","DRRE2-2XU","DRRE3-2XU","DRRF0-2WU","DRRF1-2WU","DRRF2-2WU","DRRF3-2WU","DRRE4-2XL","DRRE5-2XL","DRRE6-2XL","DRRE7-2XL","DRRF4-2WL","DRRF5-2WL","DRRF6-2WL","DRRF7-2WL"
"11","2014/03/03 03:45",1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1
"12","2014/03/03 04:00",1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"13","2014/03/03 04:15",1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1
"14","2014/03/03 04:30",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"15","2014/03/03 04:45",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0
"16","2014/03/03 05:00",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,0,0,1,1,1,0,1
"17","2014/03/03 05:15",2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"18","2014/03/03 05:30",1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"19","2014/03/03 05:45",1,1,1,1,1,1,1,1,5,5,4,4,5,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,5,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"20","2014/03/03 06:00",1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"21","2014/03/03 06:15",2,2,2,2,2,3,2,2,6,6,7,6,7,7,6,6,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,7,6,6,7,6,6,6,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
"22","2014/03/03 06:30",3,3,3,3,3,3,3,3,9,10,9,10,10,10,10,10,5,5,5,5,5,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,10,10,10,10,10,9,10,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3
"23","2014/03/03 06:45",3,3,3,3,3,3,3,3,11,12,11,12,11,12,12,12,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,12,12,12,12,12,12,12,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3
"24","2014/03/03 07:00",3,3,3,3,3,3,3,3,11,12,12,12,11,12,12,12,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,12,12,12,11,12,12,12,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3
"25","2014/03/03 07:15",3,3,3,3,3,3,3,3,9,9,9,10,9,10,9,9,6,6,6,5,6,5,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,10,9,10,9,10,10,10,5,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3
"26","2014/03/03 07:30",4,4,4,4,4,4,4,4,10,10,11,11,10,10,10,10,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,10,10,11,10,10,10,10,10,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3
"27","2014/03/03 07:45",4,4,4,4,4,4,4,4,11,11,11,12,11,11,12,12,5,5,5,4,5,4,5,5,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,11,11,12,12,11,11,11,12,5,5,4,4,5,4,5,5,3,3,3,3,3,3,3,3
"28","2014/03/03 08:00",3,3,3,4,4,4,3,3,9,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,3,4,4,3,3,4,3,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2
"29","2014/03/03 08:15",4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,3,4,3,3,4,3,4,3,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,3,3,3,3,4,3,3,3,2,2,2,2,2,2,2,2
"30","2014/03/03 08:30",3,3,3,3,3,3,3,3,7,7,7,8,7,7,7,7,3,3,3,3,3,2,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,7,7,7,8,7,7,7,7,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1
"31","2014/03/03 08:45",1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"32","2014/03/03 09:00",0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"33","2014/03/03 09:15",3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3
"34","2014/03/03 09:30",2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2
"35","2014/03/03 09:45",2,2,2,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,2,2,2,2,3,2,3,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,2,1,2,2
"36","2014/03/03 10:00",1,1,1,1,1,1,1,1,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,3,4,3,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1
"37","2014/03/03 10:15",1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"38","2014/03/03 10:30",1,1,1,1,0,0,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"39","2014/03/03 10:45",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0
"40","2014/03/03 11:00",0,0,0,0,0,0,0,0,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,0,0
"41","2014/03/03 11:15",1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"42","2014/03/03 11:30",2,2,2,2,2,2,2,2,6,6,6,7,6,6,6,7,5,6,6,6,6,5,6,6,2,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,6,7,6,6,6,6,6,6,5,6,6,6,6,5,6,6,3,3,3,2,3,2,3,3
"43","2014/03/03 11:45",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"44","2014/03/03 12:00",0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,0,0,0,0,0,0,1,1
"45","2014/03/03 12:15",0,1,1,0,0,0,0,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,1,1,1
"46","2014/03/03 12:30",0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"47","2014/03/03 12:45",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"48","2014/03/03 13:00",0,0,0,0,0,0,0,0,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"49","2014/03/03 13:15",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"50","2014/03/03 13:30",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0
"51","2014/03/03 13:45",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0
"52","2014/03/03 14:00",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"53","2014/03/03 14:15",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"54","2014/03/03 14:30",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"55","2014/03/03 14:45",0,0,0,0,0,0,0,0,3,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,3,3,2,3,2,2,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"56","2014/03/03 15:00",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
"57","2014/03/03 15:15",0,0,0,0,0,0,0,0,2,3,2,3,2,2,2,2,2,2,1,2,2,2,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,3,2,3,2,3,2,2,2,2,2,2,2,1,2,1,1,1,1,0,0,1,1,0
"58","2014/03/03 15:30",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"59","2014/03/03 15:45",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0
"60","2014/03/03 16:00",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"61","2014/03/03 16:15",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
"62","2014/03/03 16:30",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
"63","2014/03/03 16:45",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0
"64","2014/03/03 17:00",1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"65","2014/03/03 17:15",0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,2,1,1,2,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,2,1,2,2,1,1,1,1,1,0,0,1,0,1,0
"66","2014/03/03 17:30",1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1
"67","2014/03/03 17:45",1,1,1,1,1,1,1,1,4,5,4,4,4,4,4,5,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,4,4,4,5,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1
"68","2014/03/03 18:00",0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,2,0,1,0,0,1,0,1,0
"69","2014/03/03 18:15",0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,3,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"70","2014/03/03 18:30",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"71","2014/03/03 18:45",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"72","2014/03/03 19:00",0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"73","2014/03/03 19:15",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"74","2014/03/03 19:30",0,0,0,0,0,0,0,0,2,3,2,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"75","2014/03/03 19:45",0,0,0,0,0,0,0,0,2,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"76","2014/03/03 20:00",0,0,0,0,0,0,0,0,3,2,3,2,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"77","2014/03/03 20:15",0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"78","2014/03/03 20:30",0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"79","2014/03/03 20:45",0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"80","2014/03/03 21:00",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"81","2014/03/03 21:15",0,0,0,0,0,0,0,0,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"82","2014/03/03 21:30",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"83","2014/03/03 21:45",0,0,0,0,0,0,0,0,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"84","2014/03/03 22:00",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"85","2014/03/03 22:15",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"86","2014/03/03 22:30",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"87","2014/03/03 22:45",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"88","2014/03/03 23:00",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
