PHY_Short_DKP.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","DKP40-1AU","DKP41-1AU","DKP42-1AU","DKP43-1AU","DKP50-1BU","DKP51-1BU","DKP52-1BU","DKP53-1BU","DKP44-1AL","DKP45-1AL","DKP46-1AL","DKP47-1AL","DKP54-1BL","DKP55-1BL","DKP56-1BL","DKP57-1BL","DKP60-1LU","DKP61-1LU","DKP62-1LU","DKP63-1LU","DKP70-1KU","DKP71-1KU","DKP72-1KU","DKP73-1KU","DKP64-1LL","DKP65-1LL","DKP66-1LL","DKP67-1LL","DKP74-1KL","DKP75-1KL","DKP76-1KL","DKP77-1KL","DKPC0-2MU","DKPC1-2MU","DKPC2-2MU","DKPC3-2MU","DKPD0-2NU","DKPD1-2NU","DKPD2-2NU","DKPD3-2NU","DKPC4-2ML","DKPC5-2ML","DKPC6-2ML","DKPC7-2ML","DKPD4-2NL","DKPD5-2NL","DKPD6-2NL","DKPD7-2NL","DKPE0-2XU","DKPE1-2XU","DKPE2-2XU","DKPE3-2XU","DKPF0-2WU","DKPF1-2WU","DKPF2-2WU","DKPF3-2WU","DKPE4-2XL","DKPE5-2XL","DKPE6-2XL","DKPE7-2XL","DKPF4-2WL","DKPF5-2WL","DKPF6-2WL","DKPF7-2WL"
"14","2014/04/01 18:33",4,4,4,4,4,4,4,4,14,14,14,14,14,14,14,14,16,16,16,16,17,16,16,16,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,14,14,14,14,14,14,14,14,16,16,16,16,17,16,16,16,6,6,5,6,6,6,6,6
"15","2014/04/01 18:38",3,2,3,2,3,3,3,3,14,14,14,14,14,14,14,14,15,15,15,15,16,15,15,15,6,6,6,6,6,6,6,6,3,2,3,2,3,3,2,3,14,14,14,14,14,14,14,14,15,15,15,15,16,15,15,15,6,6,6,6,6,6,6,6
"16","2014/04/01 18:43",2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,14,10,9,10,9,10,9,10,10,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,15,15,15,14,15,15,15,15,10,9,9,9,10,9,10,10,3,3,3,3,3,3,3,3
"17","2014/04/01 18:48",2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,14,10,10,10,10,11,10,10,10,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,14,10,10,10,10,11,10,10,10,3,3,3,3,3,3,3,3
"18","2014/04/01 18:53",2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,14,8,8,8,8,8,8,8,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,14,7,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2
"19","2014/04/01 18:58",2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,12,12,12,12,12,12,12,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2
"20","2014/04/01 19:03",4,4,4,4,4,4,4,4,16,16,16,16,16,16,16,16,9,9,9,9,10,9,9,9,2,2,2,2,2,2,3,2,4,4,4,4,4,4,4,4,16,16,16,16,16,16,16,16,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2
"21","2014/04/01 19:08",7,6,6,6,6,6,6,6,21,21,21,21,21,21,21,21,11,11,11,11,11,11,11,11,4,3,3,3,3,3,4,3,7,6,6,6,7,6,6,6,21,21,21,20,21,21,21,21,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3
"22","2014/04/01 19:13",3,2,3,3,3,3,2,3,16,16,16,16,16,16,16,16,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,16,16,16,16,16,16,16,16,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2
"23","2014/04/01 19:18",3,3,3,3,3,3,3,3,18,18,19,18,19,18,18,19,9,9,9,9,9,9,9,9,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,19,19,19,18,19,19,19,19,9,9,9,9,9,9,9,9,3,2,2,3,3,3,3,3
"24","2014/04/01 19:23",3,3,3,3,4,3,3,3,20,20,21,20,20,20,20,20,13,13,13,13,13,13,13,13,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,20,20,21,20,20,20,20,20,13,13,13,13,13,13,13,13,3,3,3,3,3,3,3,3
"25","2014/04/01 19:28",3,2,3,3,3,3,3,3,20,20,20,20,21,20,20,20,13,13,13,13,13,12,13,13,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,21,20,21,20,21,20,21,20,13,13,13,13,13,13,13,13,4,4,3,4,4,4,4,3
"26","2014/04/01 19:33",2,2,2,2,3,2,2,2,17,17,18,18,18,18,18,17,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,3,3,2,2,2,3,2,2,2,18,18,18,17,18,18,18,17,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,3
"27","2014/04/01 19:38",3,2,3,3,3,3,3,3,16,16,16,16,16,16,16,16,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,3,16,16,16,15,16,15,16,15,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4
"28","2014/04/01 19:43",4,4,4,4,4,4,4,5,29,29,29,29,29,29,29,29,10,10,10,10,10,10,10,10,5,5,5,4,4,5,5,5,4,4,4,4,4,4,4,5,29,29,29,28,29,29,29,29,10,10,10,10,11,10,10,10,4,4,4,5,4,5,5,5
"29","2014/04/01 19:48",4,3,3,3,4,3,3,4,22,22,22,22,22,22,22,22,11,12,12,11,12,11,12,11,5,5,5,5,5,5,5,5,4,3,3,3,4,3,3,4,22,22,22,22,22,22,22,22,11,12,12,11,12,11,12,11,5,5,5,5,5,5,5,5
"30","2014/04/01 19:53",3,3,3,3,3,3,3,3,20,19,20,20,20,20,19,20,9,10,9,9,10,9,9,9,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,20,20,20,19,20,20,19,20,9,9,9,9,10,9,9,9,4,4,3,4,4,3,4,3
"31","2014/04/01 19:58",2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,16,16,16,15,16,16,16,16,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3
"32","2014/04/01 20:03",2,2,2,2,2,2,2,2,17,17,17,17,17,17,17,17,8,8,8,8,9,8,8,8,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,18,18,18,17,17,17,17,17,8,8,8,8,9,8,8,8,3,3,3,3,3,3,3,3
"33","2014/04/01 20:08",3,2,2,2,3,3,2,2,17,17,17,17,17,17,17,17,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,3,2,2,2,3,3,3,3,17,17,18,17,17,17,17,17,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4
"34","2014/04/01 20:13",2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,8,8,8,8,8,8,8,8,5,4,4,5,4,5,5,4,2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,8,8,8,8,8,8,8,8,4,4,4,4,5,4,5,4
"35","2014/04/01 20:18",3,3,3,3,3,3,3,3,14,14,14,14,14,14,14,14,7,8,8,8,8,8,8,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,14,14,14,14,14,14,14,8,8,8,7,8,8,8,8,3,3,3,3,3,3,3,3
"36","2014/04/01 20:23",2,2,2,2,3,2,2,2,14,14,14,14,14,14,14,14,8,8,8,8,9,8,8,8,4,3,3,4,4,4,4,4,2,2,2,2,3,2,2,2,14,14,14,14,14,14,14,14,8,8,8,8,9,8,8,8,4,4,4,4,4,4,4,4
"37","2014/04/01 20:28",3,2,2,3,3,2,2,2,15,14,15,14,15,14,14,14,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,15,15,15,14,15,14,14,15,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3
"38","2014/04/01 20:33",3,3,2,3,3,2,2,2,15,15,15,15,15,15,15,15,7,7,7,7,8,7,7,7,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,15,15,15,15,15,15,15,15,7,7,7,7,8,7,7,7,3,3,3,3,3,3,3,3
"39","2014/04/01 20:38",2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2
"40","2014/04/01 20:43",2,2,2,2,2,2,2,2,13,13,14,13,14,13,13,13,7,7,7,7,8,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,14,14,13,14,13,13,13,7,7,7,7,8,7,7,7,2,2,2,2,2,2,2,2
"41","2014/04/01 20:48",2,2,2,2,2,2,2,2,14,14,14,14,14,13,14,13,10,10,10,10,10,10,10,10,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,14,14,14,13,14,13,14,14,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3
"42","2014/04/01 20:53",2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,9,9,9,9,9,9,9,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,14,14,13,13,13,13,13,9,9,9,8,9,9,9,9,2,2,2,2,2,2,2,2
"43","2014/04/01 20:58",2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,8,8,8,8,9,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,8,9,8,8,9,8,8,8,2,2,2,2,2,2,2,2
"44","2014/04/01 21:03",2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,8,8,8,8,9,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,8,8,8,8,9,8,8,8,2,2,2,2,2,2,2,2
"45","2014/04/01 21:08",3,2,2,2,3,3,2,3,18,18,18,18,18,18,18,18,8,9,9,9,9,8,9,8,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,18,18,18,18,18,18,18,18,8,9,9,9,9,9,9,8,3,3,3,3,3,3,3,3
"46","2014/04/01 21:13",2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,6,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,7,7,6,7,7,6,7,7,3,2,2,3,3,3,3,3
"47","2014/04/01 21:18",3,2,3,2,2,3,2,3,15,15,15,14,14,14,14,14,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,3,15,15,15,14,15,14,14,14,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3
"48","2014/04/01 21:23",2,1,2,2,2,2,2,2,16,16,16,16,16,15,16,16,7,7,7,6,7,6,7,6,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,2,16,16,16,15,16,16,16,16,6,7,7,6,7,6,6,6,3,3,3,3,3,3,3,3
"49","2014/04/01 21:28",2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,8,8,7,7,8,7,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,14,15,15,15,15,8,8,8,7,8,7,8,7,2,2,2,2,2,2,2,2
"50","2014/04/01 21:33",2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,7,7,7,7,8,7,8,7,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,16,16,16,15,16,16,16,16,7,7,7,7,8,7,7,7,3,3,3,3,3,3,3,3
"51","2014/04/01 21:38",2,1,1,2,2,2,2,2,15,15,15,15,15,15,15,15,9,9,9,9,9,9,9,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,9,9,9,9,9,9,9,8,2,2,2,2,2,2,2,2
"52","2014/04/01 21:43",2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,9,10,9,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,10,10,9,10,10,10,10,10,2,2,2,2,2,2,2,2
"53","2014/04/01 21:48",2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,2,2,2,3,2,2,2,2
"54","2014/04/01 21:53",2,2,2,2,2,2,1,2,15,15,15,15,14,15,15,15,7,7,7,7,7,7,7,7,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,15,15,15,14,14,15,15,15,7,7,7,7,7,7,7,7,2,1,2,2,2,2,2,2
"55","2014/04/01 21:58",2,2,1,2,2,2,1,2,12,12,12,12,12,12,12,12,7,7,7,7,7,7,7,7,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,12,12,12,12,12,12,12,12,7,7,7,7,7,7,7,7,2,1,1,2,2,2,2,2
"56","2014/04/01 22:03",2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,8,9,8,8,9,8,9,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,8,9,9,9,9,9,9,8,2,2,2,2,2,2,2,2
"57","2014/04/01 22:08",3,2,3,2,3,3,3,3,22,22,22,22,22,22,22,22,9,9,9,9,9,9,9,9,4,3,3,3,3,4,4,3,3,3,3,2,3,3,3,3,23,22,22,22,22,22,22,22,9,9,9,9,9,9,9,9,3,3,3,3,3,3,4,3
"58","2014/04/01 22:13",2,2,2,2,2,2,2,2,19,18,18,18,18,18,18,18,6,6,6,6,6,6,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,18,18,18,18,18,18,18,6,6,6,6,6,6,6,5,2,2,2,2,2,2,2,2
"59","2014/04/01 22:18",2,1,2,2,2,2,2,2,17,17,17,17,17,17,17,17,5,5,5,5,5,5,5,5,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,17,17,17,16,17,17,17,17,5,5,5,5,5,5,5,5,2,1,1,1,2,1,2,1
"60","2014/04/01 22:23",2,2,2,2,2,2,2,2,17,17,17,17,17,17,17,17,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,17,17,17,16,17,17,17,17,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
"61","2014/04/01 22:28",2,2,2,2,2,2,2,2,18,18,18,18,18,17,17,17,5,5,5,4,5,5,5,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,18,18,18,17,18,17,17,17,5,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1
"62","2014/04/01 22:33",2,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,5,6,5,5,6,5,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,18,18,17,18,18,18,18,5,6,5,5,6,5,5,5,2,2,2,2,2,2,2,2
"63","2014/04/01 22:38",2,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2
"64","2014/04/01 22:43",2,2,2,2,2,2,2,2,17,17,17,17,17,17,17,17,5,5,5,5,6,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,17,17,17,17,17,17,17,5,5,5,5,6,5,5,5,2,2,2,2,2,2,2,2
"65","2014/04/01 22:48",2,2,2,2,2,2,2,2,19,19,19,19,19,19,19,19,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,19,19,18,19,18,19,18,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2
"66","2014/04/01 22:53",2,2,2,2,2,2,2,2,20,20,20,20,20,20,20,20,6,6,6,6,7,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,20,20,20,20,20,20,20,6,6,6,6,7,6,6,6,2,2,2,2,2,2,2,2
"67","2014/04/01 22:58",2,2,2,2,2,2,2,2,22,22,22,22,22,21,22,21,6,6,6,6,7,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,22,22,21,22,22,21,21,6,6,6,6,7,6,6,6,2,2,2,2,2,2,2,2
"68","2014/04/01 23:03",3,3,3,3,3,3,3,3,25,25,26,25,25,26,25,25,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,25,25,26,25,25,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3
"69","2014/04/01 23:08",4,4,4,4,4,4,4,4,28,28,28,28,28,28,28,28,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,28,28,28,28,28,29,28,28,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3
"70","2014/04/01 23:13",4,4,4,4,4,4,4,4,25,25,25,25,25,25,25,25,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,25,25,25,25,25,25,25,25,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3
"71","2014/04/01 23:18",5,5,5,5,5,5,4,5,24,23,23,23,23,24,23,23,9,9,9,9,9,9,9,8,3,3,3,3,3,3,3,3,5,5,5,5,5,5,4,5,24,23,23,23,23,24,24,23,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3
"72","2014/04/01 23:23",4,3,3,3,3,4,3,4,22,22,22,22,22,22,22,22,9,10,9,10,10,9,10,9,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,22,22,22,22,22,22,22,22,9,10,9,9,10,9,10,9,3,3,3,3,3,3,3,3
"73","2014/04/01 23:28",3,2,2,3,3,2,2,3,22,21,22,21,21,22,22,22,10,11,10,11,11,10,11,10,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,22,22,22,21,21,22,22,21,10,11,11,11,11,11,11,10,3,3,3,3,3,3,3,3
"74","2014/04/01 23:33",3,3,3,3,3,3,3,3,22,22,22,22,22,22,22,22,11,11,10,11,11,10,11,11,4,4,4,4,4,5,4,4,3,3,3,3,3,3,3,3,22,22,22,21,22,22,22,22,11,11,10,11,11,11,11,10,4,4,4,4,4,4,5,4
"75","2014/04/01 23:38",3,3,3,3,3,3,3,3,22,22,22,22,22,23,23,22,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,23,23,22,22,23,23,23,23,10,10,10,10,10,10,10,10,4,3,4,4,4,4,4,4
"76","2014/04/01 23:43",3,3,3,3,3,3,3,3,25,25,25,24,25,24,24,25,10,10,10,10,11,10,10,10,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,25,25,25,24,25,24,24,25,10,10,10,10,11,10,10,10,4,4,4,4,4,4,4,4
"77","2014/04/01 23:48",3,2,2,2,2,3,2,3,22,22,22,22,22,22,22,22,10,10,10,10,11,10,11,10,4,4,4,4,4,4,4,4,3,2,2,2,3,3,2,3,22,22,22,22,22,22,22,22,10,10,10,10,11,10,10,10,4,4,4,4,4,4,4,4
"78","2014/04/01 23:53",3,3,2,2,3,3,2,3,22,22,22,21,22,22,22,22,10,9,9,9,10,9,10,9,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,22,22,22,21,22,22,22,22,9,10,9,9,10,9,10,9,3,3,3,3,3,3,3,3
"79","2014/04/01 23:58",3,3,3,2,3,3,2,3,22,22,22,22,22,22,22,22,10,10,10,10,11,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,22,22,22,22,22,22,22,22,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3
"80","2014/04/02 00:03",3,2,2,2,3,3,2,3,22,22,22,22,22,22,22,22,9,9,9,9,10,9,9,9,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,22,22,22,21,22,22,22,22,9,9,9,9,10,9,9,9,3,3,3,3,3,3,3,3
"81","2014/04/02 00:08",3,3,3,3,3,3,3,3,23,23,23,23,24,24,23,23,11,11,11,11,12,11,11,11,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,24,23,24,23,23,24,23,23,11,11,11,11,12,11,11,11,4,3,3,4,4,4,4,3
"82","2014/04/02 00:13",3,3,3,3,3,3,3,3,22,22,22,22,22,22,22,22,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,22,22,22,22,22,22,22,22,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3
"83","2014/04/02 00:18",3,3,3,2,3,3,3,3,20,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,20,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3
"84","2014/04/02 00:23",3,3,3,3,3,3,3,3,18,18,18,18,18,18,18,18,9,9,9,9,10,9,10,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,17,18,18,18,18,9,9,9,9,10,10,10,9,3,3,3,3,3,3,3,3
"85","2014/04/02 00:28",3,3,3,3,3,3,3,3,17,17,18,17,17,17,17,17,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,18,18,18,17,18,18,17,17,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3
"86","2014/04/02 00:33",3,3,3,3,3,3,3,3,18,18,18,17,18,18,18,18,8,9,9,9,9,9,9,9,2,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,18,18,18,17,18,18,18,18,9,9,9,9,9,9,9,8,3,2,2,2,2,3,3,2
"87","2014/04/02 00:38",3,3,3,3,3,3,3,3,16,16,16,16,16,16,16,16,8,9,9,9,9,9,9,8,3,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,16,16,16,16,16,16,16,16,8,9,9,9,9,9,9,8,2,2,2,2,2,2,3,2
"88","2014/04/02 00:43",3,3,3,3,3,3,3,3,16,16,16,16,16,16,16,16,8,9,8,9,9,8,8,8,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,16,16,16,15,16,16,16,16,8,9,8,9,9,8,9,8,2,2,2,2,2,2,2,2
