PHY_Long_DKP.csv
Serial number : xxxxx(RAID600)
From : 2014/03/03 01:00
To   : 2014/04/02 01:00
sampling rate : 15

"No.","time","DKP40-1AU","DKP41-1AU","DKP42-1AU","DKP43-1AU","DKP50-1BU","DKP51-1BU","DKP52-1BU","DKP53-1BU","DKP44-1AL","DKP45-1AL","DKP46-1AL","DKP47-1AL","DKP54-1BL","DKP55-1BL","DKP56-1BL","DKP57-1BL","DKP60-1LU","DKP61-1LU","DKP62-1LU","DKP63-1LU","DKP70-1KU","DKP71-1KU","DKP72-1KU","DKP73-1KU","DKP64-1LL","DKP65-1LL","DKP66-1LL","DKP67-1LL","DKP74-1KL","DKP75-1KL","DKP76-1KL","DKP77-1KL","DKPC0-2MU","DKPC1-2MU","DKPC2-2MU","DKPC3-2MU","DKPD0-2NU","DKPD1-2NU","DKPD2-2NU","DKPD3-2NU","DKPC4-2ML","DKPC5-2ML","DKPC6-2ML","DKPC7-2ML","DKPD4-2NL","DKPD5-2NL","DKPD6-2NL","DKPD7-2NL","DKPE0-2XU","DKPE1-2XU","DKPE2-2XU","DKPE3-2XU","DKPF0-2WU","DKPF1-2WU","DKPF2-2WU","DKPF3-2WU","DKPE4-2XL","DKPE5-2XL","DKPE6-2XL","DKPE7-2XL","DKPF4-2WL","DKPF5-2WL","DKPF6-2WL","DKPF7-2WL"
"639","2014/03/09 16:45",2,2,2,2,2,2,2,2,15,14,15,14,14,14,14,14,8,8,8,8,8,8,8,8,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,15,14,15,14,14,14,14,15,8,8,8,8,8,8,8,8,3,3,3,2,3,2,3,3
"640","2014/03/09 17:00",2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2
"641","2014/03/09 17:15",2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,6,6,6,6,7,6,6,6,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,16,16,16,15,16,16,16,16,6,6,6,6,7,6,6,6,1,1,1,1,2,1,2,1
"642","2014/03/09 17:30",2,2,1,2,2,2,2,2,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2
"643","2014/03/09 17:45",2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,14,8,8,8,8,9,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,14,14,13,14,14,14,14,8,8,8,8,9,8,8,8,2,2,2,2,2,2,2,2
"644","2014/03/09 18:00",2,2,2,2,2,2,2,2,14,14,14,13,14,13,14,14,8,8,8,8,9,8,8,8,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,14,14,14,13,14,13,14,14,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2
"645","2014/03/09 18:15",2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,15,15,15,14,15,15,15,15,9,9,9,9,9,8,9,8,3,3,3,3,3,3,3,3
"646","2014/03/09 18:30",2,2,1,2,2,2,2,2,13,12,13,12,13,12,12,12,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,13,13,13,12,12,12,12,12,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2
"647","2014/03/09 18:45",1,1,1,1,1,1,1,1,13,13,13,13,13,13,13,13,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,13,13,13,13,13,13,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
"648","2014/03/09 19:00",1,1,1,1,2,1,2,1,13,13,13,13,13,13,13,13,7,7,7,7,7,7,7,7,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,13,13,13,12,13,13,13,13,7,7,7,7,7,7,7,7,1,1,1,1,1,1,2,1
"649","2014/03/09 19:15",2,2,2,2,2,2,1,2,15,14,15,14,15,14,15,14,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,15,14,15,14,15,14,14,14,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2
"650","2014/03/09 19:30",1,2,2,2,1,2,1,1,12,11,11,11,11,11,11,11,8,8,8,8,8,8,8,7,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,12,11,11,11,11,11,11,11,8,8,8,8,8,8,8,7,2,2,2,2,2,2,2,2
"651","2014/03/09 19:45",2,3,3,2,2,2,2,3,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,13,13,13,12,13,13,13,13,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3
"652","2014/03/09 20:00",2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,6,6,6,6,7,6,6,6,1,1,1,1,1,1,1,1
"653","2014/03/09 20:15",3,3,3,3,3,3,3,3,12,11,11,11,11,11,11,11,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,12,12,11,11,11,11,11,11,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
"654","2014/03/09 20:30",2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,5,5,5,5,6,5,5,5,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,10,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
"655","2014/03/09 20:45",2,2,2,2,2,2,2,2,10,9,9,9,9,9,9,9,4,5,4,4,5,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,10,9,9,9,9,9,9,9,4,5,4,5,5,4,4,4,1,1,1,1,1,1,1,1
"656","2014/03/09 21:00",1,1,1,1,2,1,1,1,11,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,10,11,10,11,10,10,10,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
"657","2014/03/09 21:15",1,2,2,2,2,2,1,1,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,12,12,12,11,12,12,12,12,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
"658","2014/03/09 21:30",2,2,2,2,2,2,1,2,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2
"659","2014/03/09 21:45",1,2,2,1,1,1,1,1,11,11,11,11,11,11,11,11,4,4,4,4,5,4,4,4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,11,11,11,11,11,11,11,11,4,4,4,4,5,4,4,4,1,1,1,1,1,1,1,1
"660","2014/03/09 22:00",2,2,2,2,2,2,2,2,13,12,13,12,13,12,12,12,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,13,12,13,12,12,12,12,12,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1
"661","2014/03/09 22:15",2,2,2,2,2,2,2,2,16,15,15,15,15,15,16,15,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,16,15,16,15,15,15,15,15,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
"662","2014/03/09 22:30",2,2,2,2,2,2,2,2,15,14,15,15,15,15,15,15,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,14,15,15,15,15,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2
"663","2014/03/09 22:45",2,2,2,2,2,2,2,2,15,14,15,14,15,14,14,14,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,14,15,14,15,14,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2
"664","2014/03/09 23:00",2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,15,16,16,16,16,7,7,7,7,8,7,7,7,2,2,2,2,2,2,2,2
"665","2014/03/09 23:15",2,2,2,2,3,2,2,2,20,20,20,20,20,20,20,20,9,9,9,9,9,9,9,9,2,3,3,2,3,2,2,2,2,2,2,2,3,2,2,2,20,20,20,20,20,20,20,20,9,9,9,9,9,9,9,9,3,2,2,2,2,3,3,2
"666","2014/03/09 23:30",2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,8,8,8,8,9,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,2,2,3,2,3,2,2,2
"667","2014/03/09 23:45",2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,16,16,16,15,16,16,16,16,8,8,8,8,8,8,8,8,3,2,3,2,3,3,2,2
"668","2014/03/10 00:00",2,2,2,2,2,2,2,2,16,16,16,15,16,16,16,16,11,11,11,11,11,11,11,11,4,4,3,4,4,4,4,4,2,2,2,2,2,2,2,2,16,16,16,15,16,16,16,16,11,11,11,11,11,11,11,11,4,3,4,3,4,3,4,3
"669","2014/03/10 00:15",3,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,13,13,13,13,14,13,13,13,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4
"670","2014/03/10 00:30",2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,11,11,11,11,12,11,11,11,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,15,15,15,14,15,15,15,15,11,11,11,11,12,11,11,11,3,3,3,3,3,3,3,3
"671","2014/03/10 00:45",3,2,2,2,3,2,2,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4
"672","2014/03/10 01:00",2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,14,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3
"673","2014/03/10 01:15",3,3,3,3,3,3,3,3,16,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3
"674","2014/03/10 01:30",2,2,2,2,2,2,2,2,18,17,18,18,18,18,18,18,12,12,12,12,12,11,12,12,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,18,18,18,17,18,18,18,18,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4
"675","2014/03/10 01:45",2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3
"676","2014/03/10 02:00",2,2,2,2,2,2,2,2,14,14,15,14,14,14,14,14,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,15,14,15,14,14,14,14,14,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2
"677","2014/03/10 02:15",9,9,9,8,8,8,8,9,17,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,4,4,5,4,5,4,5,4,9,9,9,8,9,9,9,9,17,16,17,16,16,16,16,16,15,15,15,15,15,15,15,15,5,4,4,4,5,4,4,4
"678","2014/03/10 02:30",8,8,8,8,8,8,8,8,14,14,14,14,14,14,14,14,14,14,14,14,15,14,14,14,5,4,4,4,5,5,5,5,8,8,8,8,8,8,8,8,14,14,14,14,14,14,14,14,14,14,14,15,15,14,14,14,5,4,4,4,5,5,5,5
"679","2014/03/10 02:45",5,5,5,5,5,5,5,5,13,12,13,12,12,12,12,12,14,14,14,14,14,14,14,14,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,13,12,13,12,13,12,13,12,14,14,14,14,14,14,14,14,4,4,4,4,4,4,4,4
"680","2014/03/10 03:00",3,3,3,3,3,3,3,3,14,13,14,13,14,14,14,14,13,13,13,13,14,13,13,13,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,14,14,14,13,14,14,14,14,13,13,13,13,14,13,13,13,4,4,4,4,4,4,4,4
"681","2014/03/10 03:15",4,4,4,4,4,4,4,4,25,25,26,25,25,25,25,25,14,14,14,14,15,14,14,14,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,26,25,26,25,25,25,25,25,14,14,14,14,15,14,14,14,5,5,5,5,5,5,5,5
"682","2014/03/10 03:30",4,4,4,4,4,4,4,4,30,30,30,30,30,30,30,30,13,13,13,13,13,13,13,13,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,30,30,30,29,30,30,30,30,13,13,13,13,13,13,13,13,4,4,4,4,5,4,4,4
"683","2014/03/10 03:45",3,4,3,4,3,4,4,3,28,28,28,28,28,28,28,28,14,14,14,14,14,14,14,13,4,4,4,4,5,4,4,5,3,4,3,3,3,4,4,3,28,28,28,27,28,28,28,28,14,14,14,14,14,14,14,14,4,4,4,4,4,4,4,4
"684","2014/03/10 04:00",4,4,4,4,4,4,4,4,24,23,24,23,24,23,24,24,11,11,11,11,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24,23,24,23,24,23,24,24,12,11,11,11,12,11,11,11,4,4,4,4,4,4,4,4
"685","2014/03/10 04:15",4,4,4,4,4,4,4,4,30,30,30,30,30,30,30,30,16,16,16,16,16,16,16,16,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,30,30,30,30,30,30,30,30,16,16,16,16,17,16,16,16,5,5,5,5,5,5,5,5
"686","2014/03/10 04:30",3,3,3,3,3,3,3,3,24,24,24,24,24,24,24,24,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25,24,24,24,24,24,24,24,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3
"687","2014/03/10 04:45",3,3,3,3,3,3,3,3,21,21,21,21,21,21,21,21,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,22,21,21,21,21,21,21,21,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3
"688","2014/03/10 05:00",5,4,5,4,4,4,4,5,19,19,19,19,19,19,19,19,8,8,8,8,8,8,8,8,2,3,2,2,2,2,2,3,5,4,5,4,4,4,4,5,19,19,19,19,19,19,19,19,8,8,8,8,8,8,8,8,3,2,3,2,2,2,2,3
"689","2014/03/10 05:15",5,5,5,5,4,5,5,5,24,24,24,24,24,24,24,24,11,11,11,11,12,11,11,11,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,24,24,24,23,24,24,24,24,11,11,11,11,12,11,11,11,4,4,4,4,4,4,4,4
"690","2014/03/10 05:30",5,5,5,5,5,5,5,5,24,24,24,24,24,24,24,24,11,11,11,11,11,11,11,11,3,3,3,3,3,3,4,3,5,5,5,5,5,5,5,5,24,24,24,24,24,24,24,24,11,11,11,11,12,11,11,11,3,3,3,3,3,3,3,3
"691","2014/03/10 05:45",3,3,3,3,3,3,3,3,21,21,21,21,21,21,21,21,12,12,12,12,13,12,12,12,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,21,21,21,21,21,21,21,21,12,12,12,12,13,12,12,12,4,4,4,4,4,4,4,4
"692","2014/03/10 06:00",3,3,3,3,3,3,3,3,24,24,24,24,24,23,23,24,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,24,24,24,23,24,23,23,24,7,7,7,7,7,7,7,7,3,2,2,2,2,2,2,2
"693","2014/03/10 06:15",4,4,4,4,4,4,4,4,32,32,32,32,32,32,32,32,11,11,11,11,11,10,11,10,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,32,32,32,31,32,32,32,31,11,11,11,11,11,10,10,10,3,3,3,3,3,3,4,3
"694","2014/03/10 06:30",4,4,4,4,4,4,4,4,33,33,34,34,34,33,33,33,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,34,34,34,33,34,34,34,34,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4
"695","2014/03/10 06:45",4,4,4,4,4,3,3,3,32,32,32,32,32,32,32,32,9,9,9,9,10,9,9,9,3,3,3,3,4,3,3,3,4,4,4,4,4,3,3,3,32,32,32,31,32,32,32,32,9,9,9,9,10,9,9,9,4,3,3,3,3,3,4,3
"696","2014/03/10 07:00",3,3,3,3,3,3,3,3,27,27,27,27,27,27,27,27,6,7,6,7,7,6,7,7,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,27,27,27,27,27,27,27,27,7,7,7,7,7,7,7,6,2,2,2,2,2,2,3,2
"697","2014/03/10 07:15",4,3,4,4,4,4,4,3,31,31,31,31,31,31,31,31,8,9,8,8,9,8,9,8,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,31,31,31,30,31,31,31,31,8,9,8,8,9,8,8,8,3,3,3,3,3,3,3,3
"698","2014/03/10 07:30",3,3,3,3,3,3,3,3,26,25,25,25,26,25,25,25,7,8,7,7,8,7,8,7,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,26,25,26,25,26,25,25,26,7,8,7,7,8,7,8,7,2,2,2,2,2,2,2,2
"699","2014/03/10 07:45",3,3,3,3,3,3,3,3,23,22,22,22,22,22,22,22,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,23,23,22,23,23,23,23,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3
"700","2014/03/10 08:00",4,4,4,4,4,4,4,4,22,22,22,22,22,22,22,22,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,22,22,22,22,23,23,22,22,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3
"701","2014/03/10 08:15",3,3,3,3,3,3,3,3,24,24,24,23,23,24,23,24,14,14,14,14,14,14,14,14,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,24,24,24,23,24,24,23,24,14,14,14,14,14,14,14,14,4,4,4,4,4,4,4,4
"702","2014/03/10 08:30",3,3,3,3,3,3,3,3,22,21,21,21,21,21,21,21,14,14,14,14,14,14,14,14,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,22,22,21,21,22,21,21,21,14,14,14,14,14,14,14,14,4,4,4,4,4,4,4,4
"703","2014/03/10 08:45",6,6,6,6,6,6,6,6,20,19,20,20,20,19,19,19,13,13,13,13,14,13,14,13,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,20,19,20,19,20,20,19,19,13,13,13,13,14,13,13,13,4,4,4,4,4,4,4,4
"704","2014/03/10 09:00",4,3,3,3,3,3,3,3,22,22,22,22,22,22,22,22,12,13,13,13,13,12,13,13,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,22,22,22,21,22,22,22,22,13,13,13,12,13,12,13,12,4,4,4,4,4,4,4,4
"705","2014/03/10 09:15",4,3,4,3,3,4,3,4,23,23,22,22,22,22,23,22,13,13,13,13,14,13,13,13,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,23,23,23,22,23,23,23,23,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4
"706","2014/03/10 09:30",4,4,4,4,4,4,4,4,23,23,23,23,23,23,23,23,14,14,14,15,15,14,15,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,23,23,23,22,23,23,23,23,15,15,14,15,15,15,15,15,4,4,4,4,4,4,4,4
"707","2014/03/10 09:45",4,4,4,4,4,4,4,4,20,20,20,19,19,19,19,19,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,20,20,19,20,20,20,20,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4
"708","2014/03/10 10:00",5,4,5,5,5,4,5,5,16,16,16,16,16,16,16,16,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,5,4,5,5,5,5,5,5,16,16,16,15,16,16,16,16,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3
"709","2014/03/10 10:15",4,3,4,4,4,4,4,4,21,21,21,21,21,21,21,21,9,10,9,9,10,9,9,10,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,21,21,21,20,21,21,21,21,10,10,10,10,10,9,9,9,3,3,3,3,3,3,3,3
"710","2014/03/10 10:30",5,5,5,6,6,5,6,5,19,18,18,18,18,18,18,18,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,5,5,6,6,6,5,6,6,19,18,18,18,18,18,18,18,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3
"711","2014/03/10 10:45",5,5,5,5,5,5,5,5,16,15,16,15,15,15,15,15,10,10,10,11,11,10,10,10,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,16,16,16,15,16,15,16,15,11,10,10,10,11,10,10,10,3,3,3,3,3,3,3,3
"712","2014/03/10 11:00",6,6,6,6,6,6,6,6,19,19,19,19,19,19,19,19,10,10,10,10,11,10,10,10,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,19,19,20,19,19,19,19,19,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3
"713","2014/03/10 11:15",5,5,5,5,5,5,5,5,20,20,20,20,20,20,20,20,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,20,20,20,20,20,20,20,20,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4
"714","2014/03/10 11:30",5,5,5,5,5,5,5,5,16,15,16,15,15,15,16,15,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,16,16,16,15,16,16,16,16,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3
"715","2014/03/10 11:45",4,4,4,4,4,4,4,4,14,14,15,14,14,14,14,14,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,15,15,15,14,14,15,15,15,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2
"716","2014/03/10 12:00",4,4,4,4,4,4,3,4,14,14,14,14,14,14,14,14,8,8,8,7,8,7,8,7,2,2,2,2,2,2,2,2,3,4,4,3,4,4,3,3,14,14,14,14,14,14,14,14,8,8,7,8,8,8,7,7,2,2,2,2,2,2,2,2
"717","2014/03/10 12:15",4,4,4,4,4,4,4,4,16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,16,17,16,16,16,16,16,16,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3
"718","2014/03/10 12:30",6,6,6,6,6,6,6,6,16,16,16,16,16,16,16,16,9,9,9,9,9,9,9,9,3,2,2,2,3,2,3,2,6,6,6,6,6,6,6,6,16,16,16,16,16,16,16,16,9,9,9,9,9,9,9,9,3,2,3,2,3,3,3,3
"719","2014/03/10 12:45",3,3,3,3,3,3,3,3,14,14,14,14,14,14,14,14,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,14,14,14,14,14,14,14,14,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2
"720","2014/03/10 13:00",6,5,6,6,6,6,6,6,15,15,15,15,15,15,15,15,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,6,5,6,6,6,6,6,6,15,15,15,15,15,15,15,15,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3
"721","2014/03/10 13:15",7,7,7,7,7,7,7,7,17,17,18,17,17,17,17,17,16,16,16,15,16,16,16,16,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,18,17,18,17,17,17,17,17,16,16,15,15,16,15,16,15,5,5,5,5,5,5,5,5
"722","2014/03/10 13:30",6,6,6,6,6,6,6,6,17,17,17,17,17,17,17,17,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,17,17,17,16,17,17,17,17,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4
"723","2014/03/10 13:45",7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4
"724","2014/03/10 14:00",5,5,5,5,5,5,5,5,17,17,18,17,17,17,17,17,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,18,17,18,17,17,17,17,17,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4
"725","2014/03/10 14:15",6,6,6,6,6,6,6,6,26,26,26,26,26,26,26,26,16,16,16,16,16,16,16,16,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,26,26,26,25,26,26,26,26,16,16,16,16,16,16,16,16,6,6,6,6,6,6,6,6
"726","2014/03/10 14:30",10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,17,17,17,17,17,17,17,16,6,6,6,6,6,6,6,6,10,10,10,10,10,10,10,10,30,30,30,29,30,30,30,30,17,17,17,17,17,17,17,17,6,6,6,6,6,6,6,6
"727","2014/03/10 14:45",8,7,7,7,7,7,7,7,28,28,28,28,28,28,28,28,17,17,17,17,17,17,17,17,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,28,28,28,27,28,28,28,28,17,17,17,17,17,17,17,17,6,6,6,6,6,6,6,6
"728","2014/03/10 15:00",10,10,10,10,10,10,10,10,27,27,27,27,27,27,27,27,12,12,12,12,13,12,12,12,4,4,4,4,4,4,5,4,10,10,10,10,10,10,10,10,27,27,27,26,27,27,27,27,12,12,12,12,13,12,12,12,4,4,5,4,4,4,5,4
"729","2014/03/10 15:15",10,10,10,10,10,10,10,10,29,29,29,29,29,29,29,29,11,11,11,11,12,12,12,11,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,29,29,29,28,29,29,29,29,11,11,11,11,12,11,12,11,4,4,4,4,4,4,4,4
"730","2014/03/10 15:30",9,9,9,9,9,9,9,9,30,30,30,30,30,30,30,30,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,30,30,30,29,30,30,30,30,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4
"731","2014/03/10 15:45",7,7,7,7,7,7,7,7,30,31,31,31,30,31,31,30,12,13,12,13,13,13,13,12,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,30,31,31,30,30,31,30,30,12,12,12,12,13,12,12,12,4,4,4,4,4,4,4,4
