PHY_Long_CHP.csv
Serial number : xxxxx(RAID600)
From : 2014/03/03 01:00
To   : 2014/04/02 01:00
sampling rate : 15

"No.","time","CHP00-1EU","CHP01-1EU","CHP02-1EU","CHP03-1EU","CHP10-1FU","CHP11-1FU","CHP12-1FU","CHP13-1FU","CHP04-1EL","CHP05-1EL","CHP06-1EL","CHP07-1EL","CHP80-2QU","CHP81-2QU","CHP82-2QU","CHP83-2QU","CHP90-2RU","CHP91-2RU","CHP92-2RU","CHP93-2RU","CHP84-2QL","CHP85-2QL","CHP86-2QL","CHP87-2QL"
"1314","2014/03/16 17:30",3,4,15,67,2,2,6,3,8,25,3,13,2,4,14,67,2,2,6,3,3,24,8,13
"1315","2014/03/16 17:45",2,4,15,45,2,2,6,3,8,25,3,15,2,4,14,46,2,2,6,3,3,25,8,14
"1316","2014/03/16 18:00",2,4,14,10,2,2,5,3,7,22,3,14,2,3,13,11,2,2,5,3,2,21,7,14
"1317","2014/03/16 18:15",2,6,14,10,2,2,6,3,9,25,3,14,2,6,14,11,2,2,6,4,3,25,9,15
"1318","2014/03/16 18:30",2,4,13,13,2,2,5,3,8,22,2,15,2,4,12,13,2,2,5,3,2,21,7,14
"1319","2014/03/16 18:45",2,4,14,12,2,2,5,3,7,20,3,14,2,4,13,13,2,2,5,3,2,20,7,14
"1320","2014/03/16 19:00",2,3,14,11,2,2,5,3,7,21,2,15,2,4,13,11,2,2,5,3,2,21,7,15
"1321","2014/03/16 19:15",2,4,15,11,2,2,5,3,8,22,3,16,2,4,14,11,2,2,6,3,2,22,7,16
"1322","2014/03/16 19:30",2,4,14,11,1,2,5,2,7,17,2,13,2,4,13,11,2,2,5,3,2,18,7,13
"1323","2014/03/16 19:45",2,6,14,11,2,2,5,3,8,18,3,14,2,6,13,12,2,2,5,3,3,18,8,14
"1324","2014/03/16 20:00",2,5,13,12,2,2,5,3,7,15,2,14,2,6,12,12,2,2,5,3,2,15,7,14
"1325","2014/03/16 20:15",2,6,14,12,2,2,6,3,9,20,3,15,2,7,13,13,2,2,6,3,3,20,9,15
"1326","2014/03/16 20:30",2,3,14,12,2,2,5,3,7,17,2,14,2,3,13,12,2,2,5,3,2,17,8,15
"1327","2014/03/16 20:45",2,4,14,11,2,2,5,3,8,16,2,14,2,4,13,12,2,2,5,3,2,16,7,14
"1328","2014/03/16 21:00",2,3,14,10,2,2,5,3,7,14,2,14,2,4,12,11,2,2,5,3,2,15,7,15
"1329","2014/03/16 21:15",2,4,15,12,2,2,5,3,7,19,3,15,2,4,14,12,2,2,5,3,2,19,7,15
"1330","2014/03/16 21:30",2,3,14,13,2,2,5,3,7,15,2,13,2,3,13,13,2,2,5,2,2,15,7,13
"1331","2014/03/16 21:45",2,5,16,13,2,2,5,3,7,26,3,16,2,5,15,14,2,2,5,3,3,26,7,15
"1332","2014/03/16 22:00",2,6,14,12,2,1,5,3,6,23,2,15,2,6,13,12,2,2,5,3,2,23,6,15
"1333","2014/03/16 22:15",3,10,15,11,3,3,6,4,10,32,3,22,3,9,14,12,3,3,6,4,3,32,10,23
"1334","2014/03/16 22:30",5,11,16,15,4,4,8,6,17,34,5,25,4,11,15,16,4,4,7,5,5,34,17,25
"1335","2014/03/16 22:45",6,20,18,19,6,6,10,7,26,34,7,29,6,20,17,20,6,6,10,7,7,34,26,29
"1336","2014/03/16 23:00",7,18,19,17,7,7,10,8,27,37,7,30,7,19,18,18,7,7,9,8,7,37,28,31
"1337","2014/03/16 23:15",8,17,28,25,8,8,12,9,30,39,8,33,8,17,27,26,7,8,12,9,9,39,30,34
"1338","2014/03/16 23:30",8,17,30,31,8,8,11,9,31,35,9,32,8,18,28,32,8,8,11,9,8,35,31,32
"1339","2014/03/16 23:45",8,18,42,32,9,9,12,9,34,37,9,31,9,18,40,32,9,9,12,10,9,36,35,31
"1340","2014/03/17 00:00",8,17,30,17,8,8,11,9,31,34,8,32,8,17,29,18,8,8,11,9,8,34,31,32
"1341","2014/03/17 00:15",8,18,28,19,8,8,11,9,30,35,8,29,8,18,27,19,8,8,11,9,8,35,30,30
"1342","2014/03/17 00:30",9,19,28,21,8,8,12,9,34,35,9,33,9,19,27,21,9,9,12,9,10,36,34,33
"1343","2014/03/17 00:45",9,15,28,21,8,8,11,9,32,34,9,25,9,15,27,22,8,8,11,9,9,34,32,25
"1344","2014/03/17 01:00",8,15,29,18,8,8,11,9,32,32,9,24,8,14,28,19,8,8,11,9,9,32,32,23
"1345","2014/03/17 01:15",9,17,29,43,7,7,11,9,29,33,8,27,9,17,28,43,7,7,11,8,8,33,30,26
"1346","2014/03/17 01:30",7,17,25,37,6,7,9,7,27,32,7,21,7,17,24,38,6,7,9,7,7,32,26,21
"1347","2014/03/17 01:45",9,14,24,24,8,8,11,9,33,26,8,24,9,14,22,25,8,8,11,9,8,27,34,23
"1348","2014/03/17 02:00",10,14,25,26,9,9,12,10,35,26,9,30,9,15,24,26,8,9,12,9,9,26,36,30
"1349","2014/03/17 02:15",8,13,44,37,8,8,11,9,30,27,9,25,8,13,42,38,8,8,12,10,9,26,31,24
"1350","2014/03/17 02:30",8,12,46,45,7,7,10,8,27,23,8,21,7,12,44,46,7,7,10,8,8,23,27,21
"1351","2014/03/17 02:45",6,10,41,40,5,5,8,6,20,22,6,22,5,10,40,41,5,5,8,6,6,22,20,21
"1352","2014/03/17 03:00",5,8,38,38,4,5,7,5,18,19,5,23,5,8,36,40,5,4,7,5,5,20,18,22
"1353","2014/03/17 03:15",5,8,30,40,5,5,9,6,20,28,5,24,5,8,29,41,5,5,9,6,5,28,20,25
"1354","2014/03/17 03:30",5,8,32,44,5,5,8,6,19,24,5,15,5,8,31,45,5,5,8,6,6,24,19,15
"1355","2014/03/17 03:45",6,9,32,35,6,6,8,6,22,25,6,16,6,9,30,36,5,5,9,6,6,24,22,17
"1356","2014/03/17 04:00",8,12,34,38,6,6,8,6,22,24,6,14,8,12,33,38,5,6,8,7,6,24,21,13
"1357","2014/03/17 04:15",8,19,27,36,14,15,11,9,30,24,8,19,8,19,27,36,15,15,11,9,8,24,30,19
"1358","2014/03/17 04:30",13,26,25,52,6,6,9,7,22,23,7,15,14,25,24,53,6,6,9,7,7,23,22,15
"1359","2014/03/17 04:45",11,30,25,42,8,8,10,9,30,22,9,16,12,30,24,42,8,8,10,9,9,22,30,17
"1360","2014/03/17 05:00",7,28,20,30,6,7,9,7,25,20,7,16,7,28,19,31,6,7,9,7,7,20,25,16
"1361","2014/03/17 05:15",9,36,26,48,8,8,12,9,29,30,8,21,9,36,25,49,8,8,12,9,8,31,29,21
"1362","2014/03/17 05:30",13,43,31,45,10,10,13,11,41,25,11,18,13,42,30,45,10,10,13,11,11,25,41,18
"1363","2014/03/17 05:45",12,45,42,40,10,10,14,11,37,25,10,23,12,44,41,40,10,9,13,11,10,25,38,23
"1364","2014/03/17 06:00",12,30,29,50,8,7,10,8,29,18,7,44,11,30,27,51,8,8,11,8,7,19,31,44
"1365","2014/03/17 06:15",8,19,34,44,7,7,11,9,29,24,8,49,8,20,33,44,7,8,12,9,7,24,29,49
"1366","2014/03/17 06:30",6,25,27,46,7,6,10,7,27,19,6,45,7,25,25,48,7,7,9,8,6,19,27,45
"1367","2014/03/17 06:45",11,45,27,43,7,7,10,8,29,19,7,45,10,46,27,44,7,7,11,8,7,18,30,45
"1368","2014/03/17 07:00",8,29,25,51,7,8,10,8,28,19,7,48,9,30,24,52,8,8,11,9,7,19,29,48
"1369","2014/03/17 07:15",9,21,29,52,7,7,11,8,27,22,7,47,10,21,27,52,6,7,11,8,7,22,28,47
"1370","2014/03/17 07:30",7,16,26,49,6,6,9,7,23,19,6,39,8,17,25,50,6,6,9,7,6,19,23,38
"1371","2014/03/17 07:45",6,13,25,50,5,5,9,7,21,19,6,40,7,12,23,51,5,5,8,6,5,20,22,40
"1372","2014/03/17 08:00",6,13,24,46,5,6,9,7,23,18,6,33,6,12,24,46,6,6,9,6,6,17,24,34
"1373","2014/03/17 08:15",13,28,37,48,12,12,16,13,53,27,12,39,13,29,36,49,11,11,15,13,12,26,54,38
"1374","2014/03/17 08:30",12,26,33,45,12,12,15,12,57,26,11,36,12,27,31,45,12,11,15,13,10,25,57,35
"1375","2014/03/17 08:45",14,25,34,55,13,13,16,14,47,25,11,36,14,26,32,55,13,13,16,14,11,25,48,35
"1376","2014/03/17 09:00",8,19,29,46,8,8,11,9,34,20,8,23,9,19,28,47,8,8,11,9,8,20,34,22
"1377","2014/03/17 09:15",6,14,31,54,6,6,10,7,24,22,6,25,7,15,30,56,6,6,9,8,6,22,25,24
"1378","2014/03/17 09:30",9,22,30,52,8,9,11,9,36,23,8,23,10,21,30,53,8,8,11,9,8,23,36,23
"1379","2014/03/17 09:45",8,19,26,57,7,7,10,7,28,22,7,21,8,18,25,59,7,7,10,8,7,22,29,22
"1380","2014/03/17 10:00",10,24,27,56,9,9,12,10,39,23,9,25,10,24,26,57,9,9,12,10,9,23,39,26
"1381","2014/03/17 10:15",6,15,25,52,6,5,9,7,22,24,6,27,7,16,24,53,6,6,9,7,6,24,22,27
"1382","2014/03/17 10:30",5,11,24,58,4,4,7,4,13,18,4,24,5,11,22,59,4,4,7,4,4,18,14,24
"1383","2014/03/17 10:45",4,6,23,52,2,2,6,4,9,18,3,20,4,6,21,54,2,3,6,3,3,18,10,20
"1384","2014/03/17 11:00",5,9,22,56,3,3,6,4,11,18,4,16,5,9,22,57,3,3,6,4,4,18,11,17
"1385","2014/03/17 11:15",7,18,26,58,6,6,9,7,22,22,6,21,7,18,25,60,6,6,9,7,6,22,22,21
"1386","2014/03/17 11:30",7,20,25,49,7,7,10,7,24,20,7,20,7,21,24,51,7,6,9,7,7,20,24,20
"1387","2014/03/17 11:45",7,20,25,55,6,7,9,7,22,22,7,18,7,20,25,56,6,6,9,7,7,22,22,19
"1388","2014/03/17 12:00",6,13,25,46,4,4,7,5,16,20,5,22,5,13,24,47,5,5,7,5,5,19,16,22
"1389","2014/03/17 12:15",5,8,27,36,3,3,6,4,10,19,4,20,5,8,26,36,3,3,6,4,4,19,11,19
"1390","2014/03/17 12:30",5,11,26,51,3,3,6,4,11,18,4,17,5,11,24,53,3,3,6,4,4,18,11,17
"1391","2014/03/17 12:45",5,12,25,43,4,3,7,5,13,16,4,17,5,11,24,44,3,3,6,4,4,16,13,17
"1392","2014/03/17 13:00",4,11,25,13,4,4,7,5,17,18,5,18,5,11,24,14,4,4,7,5,5,17,17,17
"1393","2014/03/17 13:15",6,13,28,49,4,5,8,6,15,22,6,19,5,13,27,51,4,4,8,6,5,21,15,19
"1394","2014/03/17 13:30",5,13,28,50,4,4,7,5,15,17,5,17,5,13,27,51,4,4,7,5,5,18,14,17
"1395","2014/03/17 13:45",6,15,28,39,6,6,9,7,21,20,7,19,6,15,28,41,6,5,9,7,6,20,21,19
"1396","2014/03/17 14:00",6,13,28,46,5,5,8,6,16,20,6,18,5,13,27,46,5,5,8,6,5,20,16,18
"1397","2014/03/17 14:15",6,15,28,42,6,6,8,7,18,22,7,20,6,15,26,42,6,5,9,6,7,21,18,20
"1398","2014/03/17 14:30",9,19,31,44,5,5,8,6,18,19,6,19,9,19,31,45,5,6,8,7,6,19,18,19
"1399","2014/03/17 14:45",5,14,27,32,5,5,8,6,19,21,7,20,6,14,26,33,5,5,8,6,6,21,19,20
"1400","2014/03/17 15:00",9,17,28,53,5,5,8,6,17,19,6,18,10,17,27,54,5,5,7,6,6,19,17,19
"1401","2014/03/17 15:15",7,19,28,41,5,5,8,6,16,23,6,19,8,20,27,42,5,5,8,6,6,23,16,19
"1402","2014/03/17 15:30",5,18,27,38,5,5,7,6,16,22,6,16,5,18,27,39,5,5,8,6,6,22,16,16
"1403","2014/03/17 15:45",6,19,27,36,5,5,8,6,17,22,6,17,7,19,26,36,5,5,8,6,6,22,17,17
"1404","2014/03/17 16:00",5,18,25,29,4,4,7,5,14,18,6,16,5,18,24,29,4,4,7,5,6,19,14,16
"1405","2014/03/17 16:15",9,28,25,57,8,8,11,9,27,23,9,20,9,28,24,57,8,8,11,9,9,23,26,20
"1406","2014/03/17 16:30",11,32,23,32,10,10,13,11,39,27,11,22,11,32,23,32,10,10,13,11,11,26,39,22
"1407","2014/03/17 16:45",7,22,20,11,7,7,10,7,25,23,7,18,7,22,19,11,7,7,9,8,7,23,25,18
"1408","2014/03/17 17:00",6,16,19,10,6,6,8,6,20,21,6,16,5,16,18,11,6,6,8,6,6,21,20,17
"1409","2014/03/17 17:15",4,11,17,31,4,4,9,5,14,25,4,18,4,10,16,32,4,4,9,5,4,26,13,18
"1410","2014/03/17 17:30",3,8,17,12,3,3,7,4,11,21,4,15,3,8,16,12,3,3,6,4,4,21,11,15
"1411","2014/03/17 17:45",4,11,19,14,3,4,7,4,13,19,4,15,4,11,18,15,4,3,7,5,4,19,13,15
"1412","2014/03/17 18:00",3,9,17,11,3,3,6,4,11,16,4,14,3,9,16,11,3,3,6,4,4,16,11,15
"1413","2014/03/17 18:15",4,12,17,14,4,5,8,5,15,20,5,16,4,12,16,14,4,4,7,5,5,21,15,16
"1414","2014/03/17 18:30",4,12,17,15,4,5,7,5,15,20,5,17,4,12,16,16,4,4,7,5,5,20,16,17
"1415","2014/03/17 18:45",4,11,17,12,4,4,7,5,15,20,5,18,5,12,16,13,4,4,7,5,5,20,15,18
"1416","2014/03/17 19:00",4,11,18,13,4,4,7,5,16,21,5,17,4,11,16,13,4,4,7,5,5,20,16,17
"1417","2014/03/17 19:15",4,10,19,14,4,4,7,5,14,26,5,18,4,10,17,14,4,4,8,5,5,26,14,18
"1418","2014/03/17 19:30",4,11,18,15,4,4,7,5,13,22,5,16,4,11,16,15,4,4,7,5,5,21,13,16
"1419","2014/03/17 19:45",5,12,21,15,5,5,8,6,19,25,6,18,5,12,20,16,6,5,8,6,6,25,20,18
"1420","2014/03/17 20:00",5,12,18,16,5,5,8,6,19,21,6,20,6,12,16,16,5,5,8,6,6,21,19,20
"1421","2014/03/17 20:15",6,14,18,15,6,5,9,6,20,22,7,27,6,13,17,15,6,6,9,7,6,22,20,28
"1422","2014/03/17 20:30",4,11,16,13,4,4,7,5,15,16,5,26,4,11,15,14,4,4,7,5,5,16,15,26
"1423","2014/03/17 20:45",4,10,19,14,4,4,7,5,13,16,5,27,4,10,18,14,4,4,7,5,5,16,14,27
"1424","2014/03/17 21:00",4,9,17,14,4,4,6,4,12,15,4,28,4,9,15,14,4,3,7,4,4,15,12,28
"1425","2014/03/17 21:15",3,8,16,17,3,3,7,5,11,19,4,28,3,8,15,18,3,3,7,4,4,19,11,29
"1426","2014/03/17 21:30",3,7,15,14,3,3,6,4,10,17,4,22,3,7,14,14,3,3,6,4,4,18,10,22
"1427","2014/03/17 21:45",5,13,18,25,3,3,6,4,11,17,4,28,5,13,17,25,3,3,6,4,4,18,11,28
"1428","2014/03/17 22:00",4,12,16,15,3,3,6,3,10,15,4,27,4,12,15,16,3,3,6,4,4,15,10,26
"1429","2014/03/17 22:15",6,19,18,26,4,4,7,6,14,25,5,31,6,18,17,27,4,4,8,5,5,25,14,31
"1430","2014/03/17 22:30",5,9,17,18,3,4,7,4,13,26,4,34,5,9,15,18,4,4,7,4,4,25,13,34
"1431","2014/03/17 22:45",7,12,19,27,6,6,9,6,22,25,6,37,7,11,18,27,6,6,9,7,7,26,23,37
"1432","2014/03/17 23:00",7,12,19,22,7,7,10,8,27,32,7,37,7,12,18,22,7,7,10,7,7,32,27,37
"1433","2014/03/17 23:15",7,15,28,46,7,7,15,9,30,34,8,33,8,14,26,47,7,7,15,9,8,34,30,33
"1434","2014/03/17 23:30",8,14,28,69,8,8,14,9,32,34,9,36,8,14,28,68,8,8,14,8,9,34,32,36
"1435","2014/03/17 23:45",9,15,32,68,9,9,13,10,36,33,9,35,10,15,30,68,9,9,12,10,10,32,36,35
"1436","2014/03/18 00:00",10,17,32,51,9,9,13,10,37,33,10,33,9,17,32,52,9,9,13,10,10,33,37,34
"1437","2014/03/18 00:15",9,14,30,22,8,8,12,9,33,42,10,36,8,14,28,22,8,8,12,10,10,41,33,37
"1438","2014/03/18 00:30",9,13,24,41,9,8,11,9,32,32,9,36,9,13,23,41,8,8,11,9,9,32,33,36
"1439","2014/03/18 00:45",9,13,22,42,9,8,11,9,31,25,9,35,9,13,21,42,8,8,12,9,9,24,32,35
"1440","2014/03/18 01:00",10,28,24,65,8,8,11,9,32,23,9,27,10,29,23,65,9,9,11,9,9,23,32,27
"1441","2014/03/18 01:15",9,28,24,37,8,8,11,9,30,27,9,28,9,29,22,37,8,8,12,10,9,26,31,28
"1442","2014/03/18 01:30",8,14,22,19,8,7,10,8,30,24,8,36,8,14,21,20,7,8,11,8,8,24,30,36
"1443","2014/03/18 01:45",8,14,20,13,8,8,11,8,32,25,8,39,8,14,19,14,8,8,11,8,9,26,33,39
"1444","2014/03/18 02:00",6,14,18,13,7,6,10,7,27,21,7,24,7,14,18,14,7,6,10,7,7,21,27,24
"1445","2014/03/18 02:15",8,12,38,30,7,7,11,9,29,24,8,24,8,12,37,31,7,7,11,9,8,23,29,25
"1446","2014/03/18 02:30",8,14,43,37,7,8,10,9,29,21,8,24,8,13,42,39,8,8,11,8,8,21,29,23
"1447","2014/03/18 02:45",8,13,40,39,8,9,11,9,31,23,9,32,9,13,39,40,8,8,12,9,9,24,32,32
"1448","2014/03/18 03:00",7,13,35,39,7,8,10,9,29,22,8,35,8,13,33,39,7,7,10,9,8,22,30,36
"1449","2014/03/18 03:15",8,12,41,37,7,7,11,9,29,29,8,37,8,12,40,38,7,7,11,8,8,29,29,37
"1450","2014/03/18 03:30",6,10,35,26,6,6,9,7,25,22,7,27,6,10,34,27,6,6,9,7,6,22,25,27
"1451","2014/03/18 03:45",7,11,34,17,7,7,10,8,29,23,7,26,7,10,33,17,7,7,9,8,7,22,29,26
"1452","2014/03/18 04:00",6,9,32,15,6,6,9,7,26,21,6,24,6,9,31,16,6,6,9,7,6,21,26,25
"1453","2014/03/18 04:15",7,24,28,25,14,14,11,8,28,20,7,25,7,24,27,25,15,14,10,8,8,20,28,25
"1454","2014/03/18 04:30",8,23,20,43,6,5,9,6,21,20,6,24,8,24,19,43,5,6,9,6,6,20,21,24
"1455","2014/03/18 04:45",8,27,20,21,8,8,11,9,29,22,8,26,8,27,19,21,8,8,11,8,8,21,30,26
"1456","2014/03/18 05:00",9,29,19,15,8,9,11,9,30,22,9,25,8,29,19,15,8,8,11,9,9,23,30,25
"1457","2014/03/18 05:15",6,32,22,23,6,6,11,8,26,26,7,24,7,32,21,24,7,6,12,8,7,25,26,24
"1458","2014/03/18 05:30",9,37,26,22,9,9,12,10,31,22,9,21,9,37,25,22,8,9,12,10,9,22,32,21
"1459","2014/03/18 05:45",15,41,44,25,10,10,13,11,41,22,10,24,14,41,42,26,11,10,13,11,10,22,42,25
"1460","2014/03/18 06:00",8,39,30,31,7,7,10,8,26,19,8,31,8,40,29,32,7,6,10,7,7,18,26,30
"1461","2014/03/18 06:15",5,22,33,28,4,4,8,5,16,20,5,32,5,23,32,28,4,5,8,6,5,20,16,32
"1462","2014/03/18 06:30",7,26,25,46,4,4,7,4,14,15,4,37,7,27,24,46,4,4,7,5,4,15,14,37
"1463","2014/03/18 06:45",6,35,23,28,4,5,8,5,18,16,6,40,7,35,23,29,4,4,8,6,5,16,18,40
"1464","2014/03/18 07:00",6,19,24,44,5,6,9,6,21,16,6,44,6,18,23,45,6,6,9,6,6,16,21,44
"1465","2014/03/18 07:15",7,16,25,43,6,6,10,7,19,21,7,46,7,16,24,43,6,6,9,6,6,21,20,45
"1466","2014/03/18 07:30",6,11,23,46,5,5,8,6,17,19,6,34,6,12,22,46,5,5,8,6,6,18,17,34
"1467","2014/03/18 07:45",6,11,23,40,5,5,9,6,19,21,5,33,6,11,22,40,5,5,8,6,5,21,19,33
"1468","2014/03/18 08:00",5,11,23,42,5,5,8,6,16,17,5,30,5,11,21,44,5,5,8,6,5,17,17,30
"1469","2014/03/18 08:15",6,12,31,36,5,4,9,6,16,20,5,28,6,12,29,36,5,4,9,6,5,20,17,28
"1470","2014/03/18 08:30",9,17,31,35,10,9,13,10,45,22,8,30,10,18,30,36,9,9,12,10,9,22,46,31
"1471","2014/03/18 08:45",8,13,31,50,8,8,11,9,23,21,6,30,9,13,30,51,8,8,11,9,6,21,24,29
"1472","2014/03/18 09:00",2,4,25,38,2,3,6,3,9,14,3,23,3,5,24,39,2,2,6,4,3,14,9,23
"1473","2014/03/18 09:15",5,13,23,54,4,4,9,6,17,20,5,27,5,14,23,55,5,5,8,6,5,20,17,27
"1474","2014/03/18 09:30",5,15,22,43,5,5,8,6,18,18,5,23,5,15,22,45,5,5,8,6,6,18,18,22
"1475","2014/03/18 09:45",5,14,24,52,5,5,8,6,19,18,6,22,6,14,22,55,5,5,8,6,6,18,19,21
"1476","2014/03/18 10:00",4,11,22,51,4,4,7,5,14,17,5,19,4,11,20,53,4,4,7,5,5,17,15,19
"1477","2014/03/18 10:15",3,7,21,49,3,3,6,4,11,19,4,17,3,7,20,51,3,3,7,4,4,19,11,17
"1478","2014/03/18 10:30",3,8,20,52,3,3,6,4,11,18,3,16,4,8,19,54,3,3,6,4,3,18,11,16
"1479","2014/03/18 10:45",4,8,18,48,4,4,7,5,16,20,5,15,4,8,17,49,4,4,7,5,4,19,16,15
"1480","2014/03/18 11:00",4,16,15,54,3,3,7,4,13,18,4,15,5,16,14,55,3,3,7,4,4,18,13,14
"1481","2014/03/18 11:15",7,21,19,59,6,6,10,8,22,23,6,20,7,21,18,60,6,6,9,7,7,23,23,20
"1482","2014/03/18 11:30",7,21,18,55,7,6,9,7,24,22,7,20,7,21,17,56,7,7,9,8,7,21,24,19
"1483","2014/03/18 11:45",7,15,18,54,6,6,9,6,21,21,6,15,7,16,17,55,5,6,9,6,6,21,21,15
"1484","2014/03/18 12:00",4,7,19,32,3,3,6,3,10,16,4,12,3,7,18,33,3,3,6,4,4,16,10,11
"1485","2014/03/18 12:15",5,10,25,43,3,3,6,5,12,18,4,13,5,10,23,43,3,3,7,5,4,18,12,13
"1486","2014/03/18 12:30",4,8,20,47,3,3,6,4,10,15,4,11,4,9,18,48,3,3,6,4,4,15,10,11
"1487","2014/03/18 12:45",4,10,23,30,3,3,6,4,11,16,4,12,4,10,22,31,3,3,6,4,4,17,11,12
"1488","2014/03/18 13:00",5,12,19,51,3,4,6,5,13,16,5,18,5,12,18,52,3,3,7,5,5,16,13,18
"1489","2014/03/18 13:15",4,13,19,38,4,4,8,6,14,25,5,24,5,12,18,38,4,4,8,6,5,25,14,23
"1490","2014/03/18 13:30",5,13,21,39,5,5,8,6,14,20,5,20,6,13,20,40,4,4,8,6,6,20,15,21
"1491","2014/03/18 13:45",10,20,26,56,6,7,10,7,21,23,7,22,10,21,26,57,6,6,9,7,7,23,21,21
"1492","2014/03/18 14:00",9,17,23,40,5,6,9,6,18,24,6,19,8,16,22,41,5,5,8,6,6,24,18,19
"1493","2014/03/18 14:15",6,16,22,40,6,6,9,7,18,33,7,18,6,16,20,41,6,6,9,7,7,33,19,18
"1494","2014/03/18 14:30",5,13,20,43,5,4,8,5,15,27,6,15,5,13,19,45,5,5,8,6,5,27,15,15
"1495","2014/03/18 14:45",5,14,21,56,5,5,8,6,16,25,6,14,6,14,21,57,5,5,8,6,6,25,16,13
"1496","2014/03/18 15:00",4,12,18,44,4,5,7,5,14,30,5,12,4,12,17,45,4,4,7,5,5,31,15,12
"1497","2014/03/18 15:15",4,13,17,23,4,4,7,5,13,25,5,14,4,13,16,23,4,4,8,6,5,25,14,14
"1498","2014/03/18 15:30",4,15,16,24,4,3,7,5,13,20,5,13,4,15,15,24,4,4,7,5,5,20,14,13
"1499","2014/03/18 15:45",5,16,18,33,5,5,8,5,16,21,5,13,5,16,17,34,5,5,8,5,5,21,16,13
"1500","2014/03/18 16:00",4,17,19,24,4,4,7,5,13,22,5,12,4,17,17,24,4,4,7,5,5,23,13,12
"1501","2014/03/18 16:15",9,25,22,72,7,7,10,8,22,28,8,18,9,26,21,73,7,7,10,8,7,28,22,18
"1502","2014/03/18 16:30",18,34,28,42,10,10,13,11,37,26,11,20,18,34,26,43,10,10,12,11,11,26,37,19
"1503","2014/03/18 16:45",6,20,19,16,7,6,9,7,23,25,7,15,7,20,18,17,7,6,9,8,8,25,23,14
"1504","2014/03/18 17:00",5,12,18,33,5,5,8,6,17,24,5,13,5,12,17,33,5,5,8,5,5,25,17,13
"1505","2014/03/18 17:15",4,10,22,25,4,3,9,5,13,28,4,13,4,10,20,26,4,4,9,5,4,28,13,14
"1506","2014/03/18 17:30",4,14,16,6,4,4,7,4,14,23,4,13,4,14,15,6,4,4,7,5,4,23,14,13
"1507","2014/03/18 17:45",5,14,17,42,4,5,7,5,15,23,5,15,5,14,15,43,4,4,7,5,4,23,15,15
"1508","2014/03/18 18:00",6,13,17,34,4,4,7,4,13,22,5,13,6,13,16,34,4,4,7,5,5,21,14,14
"1509","2014/03/18 18:15",5,14,16,27,5,5,7,6,16,25,5,13,5,13,15,28,5,4,8,6,5,25,16,13
"1510","2014/03/18 18:30",4,12,17,22,4,4,7,5,15,24,5,13,4,13,16,22,4,4,7,5,5,24,15,12
"1511","2014/03/18 18:45",4,12,18,4,4,4,7,5,15,23,5,11,4,12,17,5,4,4,7,5,5,23,15,11
"1512","2014/03/18 19:00",4,12,18,5,5,4,7,5,16,25,5,11,4,12,17,5,5,4,7,5,5,24,16,10
"1513","2014/03/18 19:15",4,12,17,4,4,4,7,5,13,24,5,11,4,11,16,5,4,4,7,5,5,24,13,12
"1514","2014/03/18 19:30",4,10,17,7,3,4,7,4,12,24,5,10,4,10,16,7,4,3,6,4,5,24,12,10
"1515","2014/03/18 19:45",4,11,18,26,4,4,7,5,14,25,5,10,5,11,17,26,4,4,7,5,5,25,14,10
"1516","2014/03/18 20:00",4,11,16,22,4,4,6,5,15,24,5,10,4,11,15,23,4,4,7,5,5,24,15,10
"1517","2014/03/18 20:15",5,14,18,10,5,5,8,7,20,26,6,11,6,14,17,10,5,5,8,6,6,26,20,11
"1518","2014/03/18 20:30",5,12,18,24,5,4,7,5,16,23,5,10,5,13,17,25,4,4,7,5,5,23,16,10
"1519","2014/03/18 20:45",4,11,17,35,4,4,7,5,14,23,5,10,4,11,16,35,4,4,7,5,5,22,14,10
"1520","2014/03/18 21:00",4,9,16,58,3,3,6,4,12,22,4,8,4,9,15,57,3,3,6,4,4,22,12,8
"1521","2014/03/18 21:15",3,7,15,64,3,3,6,4,11,23,4,9,3,7,14,65,3,3,6,4,4,23,11,8
"1522","2014/03/18 21:30",3,6,15,63,3,3,7,3,10,21,3,8,3,6,14,62,3,3,7,3,4,21,10,8
"1523","2014/03/18 21:45",3,7,16,64,3,3,6,4,10,22,3,20,3,7,14,63,3,3,6,4,4,22,10,19
"1524","2014/03/18 22:00",3,8,15,63,3,3,8,4,10,22,4,19,3,8,14,63,3,3,8,4,3,22,10,19
"1525","2014/03/18 22:15",4,15,16,8,4,4,11,5,14,28,5,26,4,15,14,9,4,4,10,5,4,28,14,26
"1526","2014/03/18 22:30",4,11,16,20,4,4,17,5,15,29,5,26,4,10,15,20,4,4,17,5,5,29,16,26
"1527","2014/03/18 22:45",6,14,17,29,6,6,16,7,24,29,7,31,6,14,16,29,6,6,16,6,7,28,23,32
"1528","2014/03/18 23:00",7,21,19,65,7,7,16,8,29,36,7,32,7,21,17,64,7,7,16,8,8,36,29,32
"1529","2014/03/18 23:15",8,23,29,66,8,8,18,9,31,41,9,35,8,23,27,65,8,8,19,9,9,41,31,34
"1530","2014/03/18 23:30",8,20,28,67,8,8,17,9,34,43,10,35,9,20,28,65,8,8,17,9,10,42,34,35
