LDEV_Rnd_Write_IOPS_X15-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:50:0D X"
"1","2014/04/01 17:28",49
"2","2014/04/01 17:33",97
"3","2014/04/01 17:38",98
"4","2014/04/01 17:43",90
"5","2014/04/01 17:48",89
"6","2014/04/01 17:53",92
"7","2014/04/01 17:58",84
"8","2014/04/01 18:03",81
"9","2014/04/01 18:08",107
"10","2014/04/01 18:13",100
"11","2014/04/01 18:18",108
"12","2014/04/01 18:23",106
"13","2014/04/01 18:28",149
"14","2014/04/01 18:33",116
"15","2014/04/01 18:38",104
"16","2014/04/01 18:43",102
"17","2014/04/01 18:48",127
"18","2014/04/01 18:53",16
"19","2014/04/01 18:58",9
"20","2014/04/01 19:03",11
"21","2014/04/01 19:08",22
"22","2014/04/01 19:13",8
"23","2014/04/01 19:18",15
"24","2014/04/01 19:23",50
"25","2014/04/01 19:28",78
"26","2014/04/01 19:33",79
"27","2014/04/01 19:38",85
"28","2014/04/01 19:43",56
"29","2014/04/01 19:48",55
"30","2014/04/01 19:53",71
"31","2014/04/01 19:58",74
"32","2014/04/01 20:03",33
"33","2014/04/01 20:08",29
"34","2014/04/01 20:13",11
"35","2014/04/01 20:18",8
"36","2014/04/01 20:23",8
"37","2014/04/01 20:28",11
"38","2014/04/01 20:33",8
"39","2014/04/01 20:38",9
"40","2014/04/01 20:43",10
"41","2014/04/01 20:48",9
"42","2014/04/01 20:53",8
"43","2014/04/01 20:58",8
"44","2014/04/01 21:03",11
"45","2014/04/01 21:08",23
"46","2014/04/01 21:13",9
"47","2014/04/01 21:18",39
"48","2014/04/01 21:23",9
"49","2014/04/01 21:28",20
"50","2014/04/01 21:33",10
"51","2014/04/01 21:38",10
"52","2014/04/01 21:43",11
"53","2014/04/01 21:48",9
"54","2014/04/01 21:53",8
"55","2014/04/01 21:58",8
"56","2014/04/01 22:03",9
"57","2014/04/01 22:08",22
"58","2014/04/01 22:13",7
"59","2014/04/01 22:18",7
"60","2014/04/01 22:23",8
"61","2014/04/01 22:28",10
"62","2014/04/01 22:33",7
"63","2014/04/01 22:38",7
"64","2014/04/01 22:43",7
"65","2014/04/01 22:48",8
"66","2014/04/01 22:53",7
"67","2014/04/01 22:58",8
"68","2014/04/01 23:03",9
"69","2014/04/01 23:08",21
"70","2014/04/01 23:13",11
"71","2014/04/01 23:18",14
"72","2014/04/01 23:23",13
"73","2014/04/01 23:28",12
"74","2014/04/01 23:33",9
"75","2014/04/01 23:38",10
"76","2014/04/01 23:43",9
"77","2014/04/01 23:48",9
"78","2014/04/01 23:53",8
"79","2014/04/01 23:58",7
"80","2014/04/02 00:03",13
"81","2014/04/02 00:08",30
"82","2014/04/02 00:13",20
"83","2014/04/02 00:18",17
"84","2014/04/02 00:23",37
"85","2014/04/02 00:28",20
"86","2014/04/02 00:33",20
"87","2014/04/02 00:38",28
"88","2014/04/02 00:43",13
"89","2014/04/02 00:48",8
"90","2014/04/02 00:53",7
"91","2014/04/02 00:58",7
"92","2014/04/02 01:03",13
"93","2014/04/02 01:08",24
"94","2014/04/02 01:13",8
"95","2014/04/02 01:18",11
"96","2014/04/02 01:23",7
