LDEV_Seq_Write_Hit_X532-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:02:E5 X"
"1","2014/04/01 17:28",52
"2","2014/04/01 17:33",55
"3","2014/04/01 17:38",50
"4","2014/04/01 17:43",18
"5","2014/04/01 17:48",0
"6","2014/04/01 17:53",41
"7","2014/04/01 17:58",37
"8","2014/04/01 18:03",40
"9","2014/04/01 18:08",50
"10","2014/04/01 18:13",100
"11","2014/04/01 18:18",80
"12","2014/04/01 18:23",33
"13","2014/04/01 18:28",71
"14","2014/04/01 18:33",40
"15","2014/04/01 18:38",33
"16","2014/04/01 18:43",38
"17","2014/04/01 18:48",38
"18","2014/04/01 18:53",57
"19","2014/04/01 18:58",62
"20","2014/04/01 19:03",72
"21","2014/04/01 19:08",50
"22","2014/04/01 19:13",60
"23","2014/04/01 19:18",33
"24","2014/04/01 19:23",0
"25","2014/04/01 19:28",53
"26","2014/04/01 19:33",50
"27","2014/04/01 19:38",33
"28","2014/04/01 19:43",70
"29","2014/04/01 19:48",100
"30","2014/04/01 19:53",75
"31","2014/04/01 19:58",38
"32","2014/04/01 20:03",68
"33","2014/04/01 20:08",0
"34","2014/04/01 20:13",65
"35","2014/04/01 20:18",28
"36","2014/04/01 20:23",52
"37","2014/04/01 20:28",47
"38","2014/04/01 20:33",33
"39","2014/04/01 20:38",25
"40","2014/04/01 20:43",45
"41","2014/04/01 20:48",0
"42","2014/04/01 20:53",22
"43","2014/04/01 20:58",54
"44","2014/04/01 21:03",56
"45","2014/04/01 21:08",100
"46","2014/04/01 21:13",27
"47","2014/04/01 21:18",25
"48","2014/04/01 21:23",0
"49","2014/04/01 21:28",76
"50","2014/04/01 21:33",57
"51","2014/04/01 21:38",53
"52","2014/04/01 21:43",57
"53","2014/04/01 21:48",45
"54","2014/04/01 21:53",81
"55","2014/04/01 21:58",45
"56","2014/04/01 22:03",30
"57","2014/04/01 22:08",46
"58","2014/04/01 22:13",0
"59","2014/04/01 22:18",0
"60","2014/04/01 22:23",63
"61","2014/04/01 22:28",47
"62","2014/04/01 22:33",33
"63","2014/04/01 22:38",50
"64","2014/04/01 22:43",42
"65","2014/04/01 22:48",50
"66","2014/04/01 22:53",21
"67","2014/04/01 22:58",25
"68","2014/04/01 23:03",50
"69","2014/04/01 23:08",0
"70","2014/04/01 23:13",94
"71","2014/04/01 23:18",66
"72","2014/04/01 23:23",57
"73","2014/04/01 23:28",58
"74","2014/04/01 23:33",41
"75","2014/04/01 23:38",33
"76","2014/04/01 23:43",0
"77","2014/04/01 23:48",40
"78","2014/04/01 23:53",72
"79","2014/04/01 23:58",0
"80","2014/04/02 00:03",63
"81","2014/04/02 00:08",0
"82","2014/04/02 00:13",0
"83","2014/04/02 00:18",0
"84","2014/04/02 00:23",33
"85","2014/04/02 00:28",33
"86","2014/04/02 00:33",0
"87","2014/04/02 00:38",60
"88","2014/04/02 00:43",33
"89","2014/04/02 00:48",0
"90","2014/04/02 00:53",0
"91","2014/04/02 00:58",33
"92","2014/04/02 01:03",52
"93","2014/04/02 01:08",33
"94","2014/04/02 01:13",50
"95","2014/04/02 01:18",30
"96","2014/04/02 01:23",42
